Company,Job_title,Location,Salary,Skill,Job_Desc,Links
Jala Tech,Finance Intern,"Kapanewon Depok, Sleman, DI Yogyakarta, Indonesia","Rp1,2jt-Rp1,3jt","Microsoft Excel, Finance, Attention To Detail, Good Communication Skills","Checking payment submission and settlement, Transaction recording input, Assist in AR reminders & create receivable notification letters, Assist with document archiving",https://glints.com/id/opportunities/jobs/finance-intern/f497fecd-3837-4c4d-9b9b-4bed7676cd70?utm_referrer=explore
Georgios Women,Host Live,"Denpasar Barat, Denpasar, Bali, Indonesia",,,,https://glints.com/id/opportunities/jobs/host-live/91055bd4-71da-4a51-ba8d-355898bd8788?utm_referrer=explore
Georgios Women,Admin Produksi,"Denpasar Barat, Denpasar, Bali, Indonesia",,,,https://glints.com/id/opportunities/jobs/admin-produksi/f86cc78e-836d-49c5-b546-6e818b4b5c02?utm_referrer=explore
SOZO Skin Clinic / PT Pohon Biru Jaya,SOZO - Beauty Consultant (Cibubur),"Bogor Timur, Bogor, Jawa Barat, Indonesia","Rp2,8jt-Rp3,2jt",,"Wanita Pendidikan min SMA/Sederajat, Berpengalaman min 1 tahun dibidang sales/frontliner, Memiliki integritas yang tinggi, Memiliki skill komunikasi yang baik, Bersedia penempatan JABODETABEK, Medan, Makassar, Bandung, Surabaya, Semarang",https://glints.com/id/opportunities/jobs/sozo-beauty-consultant-cibubur/f8c2cafc-3352-49ae-b180-368d91529473?utm_referrer=explore
PT Simantep Digital Grup,Advertiser,"Cimanggis, Depok, Jawa Barat, Indonesia",Rp2jt-Rp4jt,"Social Media Advertising, Advertising & Promotion, Customer Experience, Advertising","Melakukan pengiklanan pada FB Ads, Instagram Ads, Tiktok Ads, Google Ads dan digital Ads lainnya",https://glints.com/id/opportunities/jobs/advertiser/4c7b7120-fe4b-46fa-8013-3c43bd4ce1bc?utm_referrer=explore
PT Makna Media Kreatif,Public Relation Assistant,"Bogor Utara, Bogor, Jawa Barat, Indonesia",,,,https://glints.com/id/opportunities/jobs/public-relation-assistant/c8a0522a-20d4-4451-8d33-545104a07849?utm_referrer=explore
Mitracomm Ekasarana (Head Office Jakarta),Direct Sales Agent,"Pasar Minggu, Jakarta Selatan, DKI Jakarta, Indonesia",,,"Pria/Wanita, Pendidikan SMA, Usia maksimal 35 tahun, Memiliki pengalaman sales/marketing, Memiliki kendaraan motor dan SIM C aktif, Memiliki kemampuan komunikasi dan negoisasi, Menyukai pekerjaan lapangan dan target",https://glints.com/id/opportunities/jobs/direct-sales-agent/fa564bf3-fa75-4937-b923-ccda2d6a89dd?utm_referrer=explore
PT. Koding Next Indonesia,Teacher Assistant Intern (Paid),"Bogor Barat, Bogor, Jawa Barat, Indonesia","Rp1,5jt-Rp2jt","English, Tech Savvy, Teaching","Last year student (with no classes to attend) or Fresh Graduate in Education/Math/Physics/Computer Science/Informatics Engineering/IT related field, Fluent in English (speaking, writing, reading, listening), Have experience in teaching especially kids, Up-to-date with technology development, Team player, fast learner, Trustworthy person with good ethical judgment, Readiness to work in Curugmekar, Bogor",https://glints.com/id/opportunities/jobs/teacher-assistant-intern-paid/c74cb832-4c15-4b98-9ee9-9b71786dcb36?utm_referrer=explore
Shizu Tea (PT ESTU SAE GROUP),Staff Gudang,"Beji, Depok, Jawa Barat, Indonesia",,"Staff Gudang, Operator gudang, Manajemen gudang, Administration",,https://glints.com/id/opportunities/jobs/staff-gudang/17294b13-61ad-4e39-a05c-e355ef717f97?utm_referrer=explore
Pt Fortress Data Services,Support Data Center,"Pagedangan, Tangerang, Banten, Indonesia",,,,https://glints.com/id/opportunities/jobs/support-data-center/d7b973aa-e7b2-4fca-a91c-eb7270ebea8a?utm_referrer=explore
Bimbel Bina Prestasi Cemerlang (BPC),Tutor SMP,"Duren Sawit, Jakarta Timur, DKI Jakarta, Indonesia",,,,https://glints.com/id/opportunities/jobs/tutor-smp/3e160381-77b4-46fe-b644-12b80121a983?utm_referrer=explore
Bimbel Bina Prestasi Cemerlang (BPC),Executive Marketing,"Duren Sawit, Jakarta Timur, DKI Jakarta, Indonesia",,,,https://glints.com/id/opportunities/jobs/executive-marketing/f3ea3838-0f37-4bde-8f3a-fbada3de6216?utm_referrer=explore
Bimbel Bina Prestasi Cemerlang (BPC),Staf Akademik (QC),"Duren Sawit, Jakarta Timur, DKI Jakarta, Indonesia",,,,https://glints.com/id/opportunities/jobs/staf-akademik-qc/768be7e5-30d7-42a0-90f8-110ba5a4efce?utm_referrer=explore
PT Sigma Digital Nusantara,Staf Finance & Audit,"Kemantren Umbulharjo, Yogyakarta, DI Yogyakarta, Indonesia",,"Akuntansi, Finance Accounting, Audit, Jurnal Dan Pembukuan, Finance, Auditing, Membuat Laporan Keuangan",,https://glints.com/id/opportunities/jobs/staf-finance-and-audit/ed3f1ef8-4652-4bdd-b883-9877df29c93b?utm_referrer=explore
PT. Shankara Citra Jaya,Paid Internship Content Creator,"Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia",Rp500rb-Rp1jt,"Content Writing, Content Creation, Content Strategy","Mendiskusikan dan mengembangkan konsep, ide, perencanaan dan eksekusi konten yang menarik, Menjadi talent dalam pembuatan konten Social Media, Berkoordinasi dengan tim dalam pembuatan konten, Memahami skrip dari copywriter, Berkolaborasi dengan desainer, content strategist, dan profesional lainnya pada project Marketing, Melakukan riset untuk tujuan konten, Mengedit dan mengecek ulang konten jika diperlukan",https://glints.com/id/opportunities/jobs/paid-internship-content-creator/63831daf-bb70-40e0-86c1-02db5a013470?utm_referrer=explore
Master Boba,Crew Store Pulogebang Jaktim,"Pulogadung, Jakarta Timur, DKI Jakarta, Indonesia",,"Proactive And Fast Learner, Problem Solving And Time Management, Good Communication Skills",,https://glints.com/id/opportunities/jobs/crew-store-pulogebang-jaktim/c69812f1-5cce-44be-849f-cbc65bd05424?utm_referrer=explore
Bimbel Bina Prestasi Cemerlang (BPC),Staff Administrasi,"Duren Sawit, Jakarta Timur, DKI Jakarta, Indonesia",,,,https://glints.com/id/opportunities/jobs/staff-administrasi/33388d4b-fe05-4fd8-90ab-df8977d546f9?utm_referrer=explore
Amaroossa Suite Bali,Front Desk Agent (Trainee),"Kuta Selatan, Badung, Bali, Indonesia",,,,https://glints.com/id/opportunities/jobs/front-desk-agent-trainee/7f963956-2731-4369-9e58-13bdc4cb5aa4?utm_referrer=explore
Djalaluddin Pane Foundation (DPF),Staff Fundraising,"Medan Selayang, Medan, Sumatera Utara, Indonesia",Rp3jt-Rp5jt,,,https://glints.com/id/opportunities/jobs/staff-fundraising/9024f823-bfec-450e-b1f7-569041bc7b87?utm_referrer=explore
Amaroossa Suite Bali,Room Atendant (Trainee),"Kuta Selatan, Badung, Bali, Indonesia",,,,https://glints.com/id/opportunities/jobs/room-atendant-trainee/e77a3a0f-a0fb-4d3d-b1d3-7389e7e8d835?utm_referrer=explore
Amaroossa Suite Bali,Waiter/Waitress (Trainee),"Kuta Selatan, Badung, Bali, Indonesia",,"Teamwork, Waitress, Waiter",,https://glints.com/id/opportunities/jobs/waiter-waitress-trainee/19d27070-c641-4cd2-aae7-446cd29ea4d8?utm_referrer=explore
PT Instrumen Musik Bersama,Sales Distributor Alat Musik,"Cakung, Jakarta Timur, DKI Jakarta, Indonesia",,,"Mengidentifikasi dan menghubungi prospek potensial di area yang ditugaskan., Mempromosikan dan menjual produk dan layanan perusahaan kepada pelanggan potensial., Membangun dan menjaga hubungan bisnis yang baik dengan pelanggan yang ada., Mencapai target penjualan yang ditetapkan oleh perusahaan., Mengikuti perkembangan pasar dan tren industri terkait., Memberikan layanan pelanggan yang superior dan menjawab pertanyaan atau masalah pelanggan dengan cepat dan efektif., Mengumpulkan dan menyampaikan informasi pasar dan umpan balik pelanggan kepada tim manajemen.",https://glints.com/id/opportunities/jobs/sales-distributor-alat-musik/b60823d5-6d98-477f-b49c-869cc56be1e0?utm_referrer=explore
SMP SIBS Lamongan,Guru mapel IPA,"Sukodadi, Lamongan, Jawa Timur, Indonesia",,,"Laki-Laki/Perempuan, Usia max 35 tahun, Pendidikan minimal S1 Perguruan Tinggi Terkemuka, Berjiwa pendidik, Memiliki Etika & Skill Komunikasi yang baik, Mampu bekerjasama dalam tim maupun individu, disiplin & menyukai tantangan, Memiliki Sertifikat pendidik lebih disukai, Dalam keseharian mendawamkan tahajjud, Penempatan di Lamongan",https://glints.com/id/opportunities/jobs/guru-mapel-ipa/9684b982-6fce-439a-93b0-8ae0ad3b3ad4?utm_referrer=explore
SMP SIBS Lamongan,Guru Mapel PPKN,"Sukodadi, Lamongan, Jawa Timur, Indonesia",,"Berkomunikasi Dengan Baik, Sarjana 1 > Sarjana Pendidikan, Berpengalaman mengajar, PPKn Teacher","Laki-Laki/Perempuan, Usia max 35 tahun, Pendidikan minimal S1 Perguruan Tinggi Terkemuka, Berjiwa pendidik, Memiliki Etika & Skill Komunikasi yang baik, Bahasa Inggris aktif & pasif, Mampu bekerjasama dalam tim maupun individu, disiplin & menyukai tantangan, Memiliki Sertifikat pendidik lebih disukai, Dalam keseharian mendawamkan tahajjud, Penempatan di Lamongan",https://glints.com/id/opportunities/jobs/guru-mapel-ppkn/ea33e6cb-3dd9-4d79-af4d-d8fa6a78eb5e?utm_referrer=explore
Pt.  Asuransi Raksa Pratikara,Management Associate Program,"Gambir, Jakarta Pusat, DKI Jakarta, Indonesia","Rp5,9jt-Rp6,8jt","Negosiasi Dan Presentasi, Berkomunikasi Dengan Baik, Berpikir kritis","Bachelor Degree minimal GPA 3.00, Fresh graduate from any major, Maximum 23 years old, Have a good communication & interpersonal skills, Fluent in English & Computer Literate (Microsoft Office), Willing to be placed anywhere in Indonesia",https://glints.com/id/opportunities/jobs/management-associate-program/cf12efce-4c40-40d3-b470-3c0f9b085f7f?utm_referrer=explore
Pensieve,Tech Analyst Intern,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta, Indonesia",,"Operations Management, Analytical Skills, Software Development","You will learn how to learn from scratch, You will learn how to be organized and how to manage your time, You will learn in depth analysis and structured thinking, problem solving frameworks, You will learn leadership, influencing skills and team management, Technology fundamentals, how to actually apply them in real life including distributed computing, big data, iterative learning models, like AI LLM’s., Software engineering back-to-basics, first principles.  How to implement clean code and write code, tools to help you write code",https://glints.com/id/opportunities/jobs/tech-analyst-intern/24399cc3-38d5-4a1d-8d33-7c3170311e53?utm_referrer=explore
PT Smoot Motor Indonesia,Content Creator,"Kebon Jeruk, Jakarta Barat, DKI Jakarta, Indonesia",,"Marketing Communications, Content Creation, Content Strategy","Develop and create engaging social media content that aligns with the brand's voice and style, Research and stay up-to-date on social media trends and best practices, Monitor social media analytics and engagement, Collaborate with the marketing team to develop and execute social media campaigns",https://glints.com/id/opportunities/jobs/content-creator/ae72129f-e32e-4487-bf22-d2c28f9d34c0?utm_referrer=explore
PT Inti Nya Teknologi,Teknisi Ritel,"Kelapa Gading, Jakarta Utara, DKI Jakarta, Indonesia",Rp5jt-Rp6jt,"Good Comunication Skill, Disiplin, Analytical Skills, Teknik Mesin, Membaca gambar teknik","Memperbaiki produk elektronik perusahaan, Memasang produk elektronik perusahaan, Memperbaiki produk elektronik customer yang rusak, Mampu menjelaskan bagaimana cara memperbaiki dan penyebab rusaknya barang elektronik",https://glints.com/id/opportunities/jobs/teknisi-ritel/5a77c8e2-ded6-40d3-848b-5c2c08c29e6e?utm_referrer=explore
PT.Bluebird Group,Sopir Taxi,"Ciracas, Jakarta Timur, DKI Jakarta, Indonesia",Rp4jt-Rp7jt,"Melayani Pelanggan, Mengemudi Dengan Baik, Melayani Customer dengan baik",,https://glints.com/id/opportunities/jobs/sopir-taxi/93b2c32b-8b52-435b-8b71-cabaee1bd02d?utm_referrer=explore
CV Mitra Adhiska Grup,Driver,"Tabanan, Kab. Tabanan, Bali, Indonesia",,,"Mengemudikan kendaraan dengan aman dan bertanggung jawab., Pria / Wanita, Maksimal umur 45 tahun, Pendidikan dan pengalaman tidak diutamakan",https://glints.com/id/opportunities/jobs/driver/7ec578d8-d49c-457d-b33e-bc09f0552c0d?utm_referrer=explore
PT. Naturelle Inti Global,Sales Executive,"Cengkareng, Jakarta Barat, DKI Jakarta, Indonesia",,,"Memiliki pendidikan minimal SMA/SMK/Sederajat, Memiliki keterampilan komunikasi, pekerja keras, jujur, dan bertanggung jawab, Target oriented dan berpenampilan menarik, Mampu mengendarai motor atau mobil, Lebih disukai jika memiliki pengalaman dalam bidang penjualan, Bersedia penempatan di Rawa Buaya, Cengkareng, Jakarta Barat",https://glints.com/id/opportunities/jobs/sales-executive/fc95c802-2b11-4ae0-b4c2-a6299f72d60a?utm_referrer=explore
PT. Bluebird Pool Garuda,Sopir Taxi,"Kebayoran Lama, Jakarta Selatan, DKI Jakarta, Indonesia",Rp4jt-Rp6jt,,,https://glints.com/id/opportunities/jobs/sopir-taxi/625399f7-d1d0-454f-aecd-d46eaf9797ed?utm_referrer=explore
PT. MIC TRANSFORMER,Health Beauty Advisor,"Kelapa Gading, Jakarta Utara, DKI Jakarta, Indonesia",Rp4jt-Rp6jt,,"Menyampaikan informasi detail terkait tata cara penggunaan & kandungan dalam produk, Meningkatkan Pengetahuan, keterampilan dan pelayanan produk untuk mencapai Target penjualan, Menjaga hubungan jangka panjang & melayani kebutuhan Pelanggan atau Calon Center/ Partner, Mencari calon Center/ Partner untuk menjalin kerjasama, Melakukan kegiatan Promosi & Penjualan Produk",https://glints.com/id/opportunities/jobs/health-beauty-advisor/ea42cd29-822e-42a3-862b-94dd363a671b?utm_referrer=explore
Airpaz.com,Frontend Engineer Mobile,"Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia",Rp10jt-Rp17jt,,,https://glints.com/id/opportunities/jobs/frontend-engineer-mobile/5dd1c82d-1de2-4457-ba49-0372285090f8?utm_referrer=explore
KJPP Herman Meirizki dan Rekan,Asisten Penilai Bisnis (Internship),"Jagakarsa, Jakarta Selatan, DKI Jakarta, Indonesia",,,,https://glints.com/id/opportunities/jobs/asisten-penilai-bisnis-internship/ef16d574-f51e-4f6f-b26b-b7fcf60a1a42?utm_referrer=explore
PT Swakarya Insan Mandiri,Hospital Admissions Excellent English Communication,"Kembangan, Jakarta Barat, DKI Jakarta, Indonesia","Rp4,9jt-Rp5,1jt",,"Patient Registration: Registering and admitting new patients to the healthcare facility. This includes collecting and verifying patient information, such as name, address, date of birth, contact details, and insurance information., Medical Information Collection: Gathering essential medical information, including prior medical history, allergies, and current medical conditions. This information is vital for proper patient care and treatment planning., Identity Verification: Ensuring the accurate identification of patients by checking official identification documents to prevent errors in patient care., Coordination with Medical Team: Collaborating with medical staff, nurses, and doctors to ensure patients are directed to the appropriate departments or units for their care., Document Administration: Managing administrative documents, such as admission forms, medical consent forms, and insurance documentation. Ensuring these documents are completed accurately and in compliance with hospital policies., Financial Verification: Verifying patients' insurance coverage, collecting co-payments, and providing information regarding treatment costs and payment options., Customer Service: Providing excellent customer service to patients and their families, addressing inquiries, and offering assistance during the admission process., Scheduling: Coordinating and scheduling patient appointments, tests, or procedures as necessary., Collaboration with Financial and Insurance Entities: Coordinating with the hospital's financial department, insurance companies, and financial institutions as required to secure payment for medical services., Privacy and Compliance: Ensuring that patient information is handled and maintained in compliance with healthcare privacy regulations and hospital policies., Record Keeping: Maintaining electronic and physical patient records, keeping accurate and up-to-date information for reference and future use.",https://glints.com/id/opportunities/jobs/hospital-admissions-excellent-english-communication/2d59f98d-2337-451a-8ca6-28918eba4dbe?utm_referrer=explore
Solusi-ku (PT Anugerah Digital Indonesia),Admin Mandarin Translator,"Setiabudi, Jakarta Selatan, DKI Jakarta, Indonesia",,,"Able to understand the overall business process and able to coordinate and communicate with different departments in a smooth way;, Able to translate a variety of documents and make sure the accuracy based on the requirement, including but not limited to emails, reports, legal documents, and marketing materials; Fluency in spoken Mandarin is preferred;, Able to provide support to the business operation departments, able to edit the operational and compliance documents according to the guidance and instruction;, Able to deliver the information or instruction correctly, ensuring that there are no communication constraints due to language differences or misunderstanding;, Complete other tasks assigned by Supervisor and deal with emergency affairs if any.",https://glints.com/id/opportunities/jobs/admin-mandarin-translator/bbde411a-8b74-477a-bf4c-ae0388180c63?utm_referrer=explore
PT Millenium Muda Mandiri,PEREMPUAN (CLEANING SERVIS-RIYADH-ARAB SAUDI,"Pancoran, Jakarta Selatan, DKI Jakarta, Indonesia",Rp6jt-Rp6jt,,"Melakukan tugas-tugas pembersihan, seperti membersihkan meja, lantai, kaca, dan perlengkapan kantor lainnya., Merawat dan menjaga perlengkapan pembersihan agar tetap dalam kondisi baik., Memastikan kebersihan dan keteraturan di area kerja sesuai dengan standar yang ditetapkan.",https://glints.com/id/opportunities/jobs/perempuan-cleaning-servis-riyadh-arab-saudi/85277047-e319-4a03-a126-573da3fbd1ee?utm_referrer=explore
PT. Sinar Mitra Sepadan Finance (SMS Finance Jakarta Utara),Recovery Officer,"Kelapa Gading, Jakarta Utara, DKI Jakarta, Indonesia",,,"Pendidikan Min D3 sederajat (CMO,CRE), Pendidikan Minimal SMA Sederajat (FC,PA, Recovery), Usia maksimal 33 tahun, Memiliki kendaraan bermotor dan SIM C aktif, Memiliki sertifikat SPPI (FC, PA, Remedial & Recovery), Memiliki pengalaman/Fresh Graduate dipersilakan, Penempatan Jabodetabek",https://glints.com/id/opportunities/jobs/recovery-officer/44dd7f42-37a4-4a67-8e89-c3a90819b8cf?utm_referrer=explore
