Job Title,Company,Location,Work Type,Study Requirement,Experience,Skill,Salary,Link
Sales Executive (Sportigo),PT. Naturelle Inti Global,"Cengkareng, Jakarta Barat, DKI Jakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Berkomunikasi Dengan Baik,N/A,https://glints.com/id/opportunities/jobs/sales-executive-sportigo/57285da2-06b1-42de-a46e-ca84ffd622a1?utm_referrer=explore
Host Live Streamer,The Best Kaynd,"Kelapa Gading, Jakarta Utara, DKI Jakarta, Indonesia",Paruh Waktu,Minimal SMA/SMK,Kurang dari setahun,Penjualan Dan Pemasaran,N/A,https://glints.com/id/opportunities/jobs/host-live-streamer/4d0cfa98-16c7-42f4-8245-c280af6b5b43?utm_referrer=explore
Kurir Barang,Pt Tiga Naga Securindo,"Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Golang Backend,N/A,https://glints.com/id/opportunities/jobs/kurir-barang/8e934396-0b01-46d8-868d-a60270548a41?utm_referrer=explore
Florist (Perangkai Bunga),Perfect Gift ID,"Cakung, Jakarta Timur, DKI Jakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,BECKEND WEBSITE DEVELOPER,N/A,https://glints.com/id/opportunities/jobs/florist-perangkai-bunga/f1adb38d-2c1f-41c5-a643-04b99905e81b?utm_referrer=explore
Drafter & Estimator,PT. Pandu Inovasi Investama,"Kramatjati, Jakarta Timur, DKI Jakarta, Indonesia",Penuh Waktu,Minimal Sarjana (S1),Kurang dari setahun,Persuasive,N/A,https://glints.com/id/opportunities/jobs/drafter-and-estimator/d1571fdc-b330-4959-b3d3-1fb39444e27b?utm_referrer=explore
Media Planner Intern,I-dac Indonesia,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta, Indonesia",Magang,Minimal Sarjana (S1),Kurang dari setahun,Komunikatif,N/A,https://glints.com/id/opportunities/jobs/media-planner-intern/04034e8f-b34b-4aee-9eae-542008ebdd36?utm_referrer=explore
Teknisi Jaringan Fiber Optic,CITRANET (PT Jembatan Citra Nusantara),"Purwokerto Selatan, Banyumas, Jawa Tengah, Indonesia",Kontrak,Minimal SMA/SMK,Kurang dari setahun,Unix/linux Server,"Rp2,5jt-Rp3jt",https://glints.com/id/opportunities/jobs/teknisi-jaringan-fiber-optic/8ff0231e-19fc-4d05-99f8-06883b3f65d4?utm_referrer=explore
Account Executive,CITRANET (PT Jembatan Citra Nusantara),"Kartasura, Sukoharjo, Jawa Tengah, Indonesia",Kontrak,Minimal SMA/SMK,Kurang dari setahun,Target Oriented,Rp500rb-Rp1jt,https://glints.com/id/opportunities/jobs/account-executive/f61739fe-6f39-4df6-83c4-4419bcc2f49d?utm_referrer=explore
Tutor/talent Video Pembelajaran Bahasa Indonesia SMA,PT Edigy Djaya Global,"Setiabudi, Jakarta Selatan, DKI Jakarta, Indonesia",Paruh Waktu,Minimal Sarjana (S1),Kurang dari setahun,Good Teaching Skill,Rp110rb-Rp110rb,https://glints.com/id/opportunities/jobs/tutor-talent-video-pembelajaran-bahasa-indonesia-sma/a0481118-8831-4b54-b695-22a59dec7511?utm_referrer=explore
Kurir Rider dan Driver Garut,PT. Artha Kreasi Utama,"Singajaya, Garut, Jawa Barat, Indonesia",Penuh Waktu,Minimal SMP,Kurang dari setahun,Punya Kendaraan Pribadi,Rp110rb-Rp110rb,https://glints.com/id/opportunities/jobs/kurir-rider-dan-driver-garut/dc924c7e-930c-4ea7-8e8e-ba096eedca17?utm_referrer=explore
Videographer & Editor,PT Inti Berkat Jaya,"Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia",Penuh Waktu,Minimal Sarjana (S1),Kurang dari setahun,Video Production,Rp110rb-Rp110rb,https://glints.com/id/opportunities/jobs/videographer-and-editor/6f58291c-7943-4354-8644-02b177a143d0?utm_referrer=explore
Kurir Rider dan Driver Cirebon,PT. Artha Kreasi Utama,"Lemahabang, Cirebon, Jawa Barat, Indonesia",Penuh Waktu,Minimal SMP,Kurang dari setahun,Punya Kendaraan Pribadi,"Rp2,5jt-Rp3,5jt",https://glints.com/id/opportunities/jobs/kurir-rider-dan-driver-cirebon/9367decf-e4d8-4fcc-a0ab-e33d6cf79c17?utm_referrer=explore
Intern Content Creator,Asia Commerce Network Limited,"Pabean Cantikan, Surabaya, Jawa Timur, Indonesia",Magang,Minimal Sarjana (S1),Kurang dari setahun,Photo & Video Editing,"Rp4,1jt-Rp5,5jt",https://glints.com/id/opportunities/jobs/intern-content-creator/e90d06b8-2e61-421b-9bd7-f72dfcf79661?utm_referrer=explore
Kurir Rider dan Driver Jawa Barat,PT. Artha Kreasi Utama,"Bandung Kidul, Bandung, Jawa Barat, Indonesia",Penuh Waktu,Minimal SMP,Kurang dari setahun,Punya Kendaraan Pribadi,"Rp3,5jt-Rp3,5jt",https://glints.com/id/opportunities/jobs/kurir-rider-dan-driver-jawa-barat/f652d3ea-e86b-45b8-adea-4c3d7febc665?utm_referrer=explore
Pet Groomer,Siji Pet Care,"Kramatjati, Jakarta Timur, DKI Jakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Pet Grooming,"Rp1,5jt-Rp2,5jt",https://glints.com/id/opportunities/jobs/pet-groomer/1e06a331-4f3c-4333-8ca9-3e6b56b867b2?utm_referrer=explore
Sopir Logistik,PT. Artha Kreasi Utama,"Cengkareng, Jakarta Barat, DKI Jakarta, Indonesia",Penuh Waktu,Minimal SMP,Kurang dari setahun,Well Grooming,"Rp3jt-Rp3,5jt",https://glints.com/id/opportunities/jobs/sopir-logistik/0baf6a05-ab7f-4960-98e6-cfe80ae17931?utm_referrer=explore
Accounting & Sales Support,Algo Sea Biz,"Denpasar Timur, Denpasar, Bali, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Driver,"Rp2,5jt-Rp3jt",https://glints.com/id/opportunities/jobs/accounting-and-sales-support/b008fe24-74a2-4ab0-9541-9c5d05438d7d?utm_referrer=explore
Finance Intern (Account Receivable & Payable),Kasual,"Mampang Prapatan, Jakarta Selatan, DKI Jakarta, Indonesia",Magang,Minimal Sarjana (S1),Kurang dari setahun,Mengemudi mobil,N/A,https://glints.com/id/opportunities/jobs/finance-intern-account-receivable-and-payable/34407a84-13c0-43db-aaba-208bc043541e?utm_referrer=explore
Crew Resto,Ayam Sandiwara,"Serpong, Tangerang Selatan, Banten, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Accounting,N/A,https://glints.com/id/opportunities/jobs/crew-resto/9706aa71-1c06-4692-ac92-7fc2148c610e?utm_referrer=explore
Content Creator,PT Horus Technology Indonesia,"Kapanewon Gamping, Sleman, DI Yogyakarta, Indonesia",Paruh Waktu,Minimal SMA/SMK,Kurang dari setahun,Administration,N/A,https://glints.com/id/opportunities/jobs/content-creator/75cc408a-f082-43a2-beed-a7923273b18f?utm_referrer=explore
Sales,PT. SURYA KUMALA ABADI,"Kuta, Badung, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Finance Accounting,N/A,https://glints.com/id/opportunities/jobs/sales/841ceb7e-83ff-4e7e-bbe2-19900e8b41eb?utm_referrer=explore
Graphic Design (Intern),PT. Suryamas Cipta Sentosa (GREEBEL),"Taman Sari, Jakarta Barat, DKI Jakarta, Indonesia",Magang,Minimal SMA/SMK,Kurang dari setahun,pelayan/waiter,N/A,https://glints.com/id/opportunities/jobs/graphic-design-intern/d3196a1b-73ec-424d-98fe-4873d3a1dcec?utm_referrer=explore
Admin Gudang,Georgios Women,"Denpasar Barat, Denpasar, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Waiter,N/A,https://glints.com/id/opportunities/jobs/admin-gudang/65ccd8b5-e402-4d2b-8d64-c8959ba1552b?utm_referrer=explore
Admin Social Media,Georgios Women,"Denpasar Barat, Denpasar, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Membuat Konten Tiktok,N/A,https://glints.com/id/opportunities/jobs/admin-social-media/38bdc152-b823-4cd1-99a8-df3067d6de21?utm_referrer=explore
Host Live Streaming Marketplace,Borndiva,"Klojen, Malang, Jawa Timur, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Mampu Bekerja Keras Dan Jujur Serta Cepat Mampu Menyesuaikan Dan,N/A,https://glints.com/id/opportunities/jobs/host-live-streaming-marketplace/cb39b407-f342-4721-8b69-51d2ca7cf3f3?utm_referrer=explore
Recovery Officer,PT. Sinar Mitra Sepadan Finance (SMS Finance Jakarta Utara),"Kelapa Gading, Jakarta Utara, DKI Jakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Adobe Illustrator,N/A,https://glints.com/id/opportunities/jobs/recovery-officer/44dd7f42-37a4-4a67-8e89-c3a90819b8cf?utm_referrer=explore
Field Collector (FC),PT. Sinar Mitra Sepadan Finance (SMS Finance Jakarta Utara),"Kelapa Gading, Jakarta Utara, DKI Jakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Staff Gudang,N/A,https://glints.com/id/opportunities/jobs/field-collector-fc/9e3f0617-d23b-46db-bd8f-be313a77fc37?utm_referrer=explore
MARKETING ADVISOR BALIKPAPAN,PT Fajar Lestari Sejati,"Balikpapan Selatan, Balikpapan, Kalimantan Timur, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Administration,N/A,https://glints.com/id/opportunities/jobs/marketing-advisor-balikpapan/b64425b5-62b6-4509-a68c-ee0d59d8cf90?utm_referrer=explore
Problem Account (PA),PT. Sinar Mitra Sepadan Finance (SMS Finance Jakarta Utara),"Kelapa Gading, Jakarta Utara, DKI Jakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Social Media,N/A,https://glints.com/id/opportunities/jobs/problem-account-pa/cdc6c192-f746-46e3-87f9-5eeb89fba256?utm_referrer=explore
Credit Relationship Executive,PT. Sinar Mitra Sepadan Finance (SMS Finance Jakarta Utara),"Kelapa Gading, Jakarta Utara, DKI Jakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Social Media Management,N/A,https://glints.com/id/opportunities/jobs/credit-relationship-executive/39b72df1-de6c-4909-8ecb-7554ff23d746?utm_referrer=explore
Social Media & Content Intern,Nuri,"Menteng, Jakarta Pusat, DKI Jakarta, Indonesia",Magang,Minimal Diploma (D1 - D4),Kurang dari setahun,Host Live Steam,N/A,https://glints.com/id/opportunities/jobs/social-media-and-content-intern/396e77ea-a771-4112-b82f-b3987f44f6ff?utm_referrer=explore
Team Leader,PT Mukti Caraka Solusindo,"Kartasura, Sukoharjo, Jawa Tengah, Indonesia",Penuh Waktu,Minimal Sarjana (S1),Kurang dari setahun,Recovery Officer,N/A,https://glints.com/id/opportunities/jobs/team-leader/5eb9f0fd-8833-4eef-a1f3-731122f3b416?utm_referrer=explore
Credit Marketing Officer (CMO),PT. Sinar Mitra Sepadan Finance (SMS Finance Jakarta Utara),"Kelapa Gading, Jakarta Utara, DKI Jakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Credit Marketing Officer,N/A,https://glints.com/id/opportunities/jobs/credit-marketing-officer-cmo/ae3628c6-a322-485f-b096-ffb6eea3036d?utm_referrer=explore
Marketer,Nahliyah,"Sawangan, Depok, Jawa Barat, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Marketing,N/A,https://glints.com/id/opportunities/jobs/marketer/d43b81a8-9dde-4b47-941e-55153db72fb9?utm_referrer=explore
Sales Promotion Girl (SPG),PT Mukti Caraka Solusindo,"Kartasura, Sukoharjo, Jawa Tengah, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Marketing Strategy,N/A,https://glints.com/id/opportunities/jobs/sales-promotion-girl-spg/02c77a7d-aff5-47ff-adbf-f0f81c95eb19?utm_referrer=explore
Operator CAD,CV CATUR BHAKTI MANDIRI,"Pedurungan, Semarang, Jawa Tengah, Indonesia",Harian,Minimal SMA/SMK,Kurang dari setahun,Problem Account Officer,N/A,https://glints.com/id/opportunities/jobs/operator-cad/76f580cf-8a1c-46df-b17b-a547e0556883?utm_referrer=explore
Direct Sales Representative,PT Mukti Caraka Solusindo,"Cibitung, Sukabumi, Jawa Barat, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Mampu bekerjasama tim atau indiv,Rp5jt-Rp9jt,https://glints.com/id/opportunities/jobs/direct-sales-representative/d486b167-4b70-4891-9662-57e9cc125bff?utm_referrer=explore
Direct Sales Representative,PT Mukti Caraka Solusindo,"Situbondo, Situbondo, Jawa Timur, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Kerjasama Tim,"Rp2,2jt-Rp2,5jt",https://glints.com/id/opportunities/jobs/direct-sales-representative/251fad3b-bba6-449e-ada4-bb8e9b7bdc06?utm_referrer=explore
Direct Sales Representative,PT Mukti Caraka Solusindo,"Mertoyudan, Magelang, Jawa Tengah, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Target Oriented,Rp5jt-Rp6jt,https://glints.com/id/opportunities/jobs/direct-sales-representative/695988b3-b670-4881-885f-dee0c599b177?utm_referrer=explore
Digital Marketing Manager,Stamina Sports,"Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Kerjasama Tim,"Rp4,5jt-Rp5jt",https://glints.com/id/opportunities/jobs/digital-marketing-manager/ff238b45-3579-4f0f-8754-219bfd624467?utm_referrer=explore
Eyelash Therapist,WENAILS.IT,"Grogol Petamburan, Jakarta Barat, DKI Jakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Target Oriented,"Rp1,5jt-Rp1,9jt",https://glints.com/id/opportunities/jobs/eyelash-therapist/517f3f78-ade7-4268-af73-c7a370db691b?utm_referrer=explore
Nail Art Therapist,WENAILS.IT,"Grogol Petamburan, Jakarta Barat, DKI Jakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Marketing,N/A,https://glints.com/id/opportunities/jobs/nail-art-therapist/018c31f1-8841-44df-9ab7-221dc8e23cf7?utm_referrer=explore
Translator Mandarin,PT Gistex,"Margaasih, Bandung, Jawa Barat, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Digital Marketing,N/A,https://glints.com/id/opportunities/jobs/translator-mandarin/539c06f2-c6af-402d-a7c2-dcfc5ec421e4?utm_referrer=explore
Personal Assistant,PT. Era Mulia Abadi Sejahtera (EMAS CORP),"Lowokwaru, Malang, Jawa Timur, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Eyelash Extensions,N/A,https://glints.com/id/opportunities/jobs/personal-assistant/04c848eb-5e55-450e-a90d-12661bdac1ad?utm_referrer=explore
Staff Pramusaji,Bogana May-May,"Serpong, Tangerang Selatan, Banten, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Basic Menicure Pedicure,N/A,https://glints.com/id/opportunities/jobs/staff-pramusaji/aaefe8e0-0306-44b7-bd20-37c5fcce1185?utm_referrer=explore
Waiter/ Waitress,PT. Bintang Ibarbo Boga,"Kapanewon Sleman, Sleman, DI Yogyakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Mandarin translation,N/A,https://glints.com/id/opportunities/jobs/waiter-waitress/0160e4b2-e6fa-4f74-a721-b06160010961?utm_referrer=explore
SPG dan SPB,PT. Bintang Ibarbo Boga,"Kapanewon Sleman, Sleman, DI Yogyakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Asistent,N/A,https://glints.com/id/opportunities/jobs/spg-dan-spb/8d290a49-74ef-46fb-a821-06986c6c6cd1?utm_referrer=explore
E-Commerce Intern,DeeVa Derma Soft Skin,"Mulyorejo, Surabaya, Jawa Timur, Indonesia",Magang,Minimal Diploma (D1 - D4),Kurang dari setahun,Berkomunikasi Dengan Baik,N/A,https://glints.com/id/opportunities/jobs/e-commerce-intern/8dd7d970-9889-4355-9987-0fa144eb13ca?utm_referrer=explore
Accounting Trainee,"Conjioo Hotel Kuta (Formerly Instyle Hotel), Badung","Kuta, Badung, Bali, Indonesia",Magang,Minimal SMA/SMK,Kurang dari setahun,Pelayanan pelanggan,N/A,https://glints.com/id/opportunities/jobs/accounting-trainee/5d766949-eee3-4a3e-95a4-23c37c62ec73?utm_referrer=explore
Waiter/Waitress Trainee,"Conjioo Hotel Kuta (Formerly Instyle Hotel), Badung","Kuta, Badung, Bali, Indonesia",Magang,Minimal SMA/SMK,Kurang dari setahun,Pelayanan pelanggan,N/A,https://glints.com/id/opportunities/jobs/waiter-waitress-trainee/92116afd-0beb-41e9-8222-50d6fbc394af?utm_referrer=explore
FB Kitchen Trainee,"Conjioo Hotel Kuta (Formerly Instyle Hotel), Badung","Kuta, Badung, Bali, Indonesia",Magang,Minimal SMA/SMK,Kurang dari setahun,Pemasaran & Promosi,N/A,https://glints.com/id/opportunities/jobs/fb-kitchen-trainee/5b43c97f-3f63-4c71-8107-85dbc062eee1?utm_referrer=explore
Social Media Ads Intern,DeeVa Derma Soft Skin,"Mulyorejo, Surabaya, Jawa Timur, Indonesia",Magang,Minimal Diploma (D1 - D4),Kurang dari setahun,Digital Campaign,N/A,https://glints.com/id/opportunities/jobs/social-media-ads-intern/d1b634ad-d9b9-455d-8795-1e65c21cba5f?utm_referrer=explore
Front Office Trainee,"Conjioo Hotel Kuta (Formerly Instyle Hotel), Badung","Kuta, Badung, Bali, Indonesia",Magang,Minimal SMA/SMK,Kurang dari setahun,Akuntansi Jurnal Umum,N/A,https://glints.com/id/opportunities/jobs/front-office-trainee/e86ceca6-f0ce-4fae-bda3-4d9c2c99162d?utm_referrer=explore
Content Specialist Internship,Bali United Football Club,"Kebon Jeruk, Jakarta Barat, DKI Jakarta, Indonesia",Magang,Minimal Sarjana (S1),Kurang dari setahun,"Bertanggung jawab, mau belajar",N/A,https://glints.com/id/opportunities/jobs/content-specialist-internship/41850439-13e9-447f-bcd2-06103ee5018f?utm_referrer=explore
Housekeeping Trainee,"Conjioo Hotel Kuta (Formerly Instyle Hotel), Badung","Kuta, Badung, Bali, Indonesia",Magang,Minimal SMA/SMK,Kurang dari setahun,FnB Management,N/A,https://glints.com/id/opportunities/jobs/housekeeping-trainee/882801b6-d257-4c74-b11d-d5a5c5a5d957?utm_referrer=explore
Operator Host Live Streaming,Recreate Studio,"Serpong Utara, Tangerang Selatan, Banten, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Food and Beverage,N/A,https://glints.com/id/opportunities/jobs/operator-host-live-streaming/7ca72360-c6e4-4edb-9b01-782357d11318?utm_referrer=explore
Teknisi Ritel,PT Inti Nya Teknologi,"Kelapa Gading, Jakarta Utara, DKI Jakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Social Media Advertising,N/A,https://glints.com/id/opportunities/jobs/teknisi-ritel/5a77c8e2-ded6-40d3-848b-5c2c08c29e6e?utm_referrer=explore
Frontliner,PT. Rajawali Anugrah Resources,"Tanjung Priok, Jakarta Utara, DKI Jakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Positive Attitude,N/A,https://glints.com/id/opportunities/jobs/frontliner/cdf7ad39-04ce-433c-8bd3-7e296beb4520?utm_referrer=explore
Engineering,NIRMALA HOTEL JIMBARAN,"Kuta, Badung, Bali, Indonesia",Harian,Minimal SMA/SMK,Kurang dari setahun,Content Planner,N/A,https://glints.com/id/opportunities/jobs/engineering/3ec7e9dc-975c-4928-80e6-f4cacab1bb3b?utm_referrer=explore
Telemarketing Intern,International Design School,"Mampang Prapatan, Jakarta Selatan, DKI Jakarta, Indonesia",Magang,Minimal SMA/SMK,Kurang dari setahun,Fast Learner,N/A,https://glints.com/id/opportunities/jobs/telemarketing-intern/aba6a5cf-adcc-4459-9eee-757a84895b48?utm_referrer=explore
Junior Barista,Passaddhi Bistro Bali ,"Ubud, Gianyar, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,"Housekeeping Attendant, Public Area Attendant and Laundry",N/A,https://glints.com/id/opportunities/jobs/junior-barista/c0ac99e0-c14a-476d-b715-190cf1799848?utm_referrer=explore
Pramusaji (Daily Worker),NIRMALA HOTEL JIMBARAN,"Kuta, Badung, Bali, Indonesia",Harian,Minimal SMA/SMK,Kurang dari setahun,Operator gudang,N/A,https://glints.com/id/opportunities/jobs/pramusaji-daily-worker/24cbaf97-17ff-4198-ae12-14994ff18136?utm_referrer=explore
Waiterss (DW),NIRMALA HOTEL JIMBARAN,"Kuta, Badung, Bali, Indonesia",Harian,Minimal SMA/SMK,Kurang dari setahun,Membaca gambar teknik,N/A,https://glints.com/id/opportunities/jobs/waiterss-dw/a01187c0-6f5b-4369-a14a-7a837ac7dfa8?utm_referrer=explore
Office Boy,O-Smile Dental Bali,"Kuta, Badung, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Melayani Customer dengan baik,N/A,https://glints.com/id/opportunities/jobs/office-boy/00a1a32c-d0e4-480b-83ef-bad99043a23b?utm_referrer=explore
Web Developer - Paid Internship,PT Deneva (DomaiNesia),"Kapanewon Mlati, Sleman, DI Yogyakarta, Indonesia",Magang,Minimal SMA/SMK,Kurang dari setahun,Hospitality and Service,N/A,https://glints.com/id/opportunities/jobs/web-developer-paid-internship/7155cbb2-03ea-477d-a94d-574e84c74ec5?utm_referrer=explore
Penjaga Toko,Tuedy Cellular,"Tampaksiring, Gianyar, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Good Communication Skills,N/A,https://glints.com/id/opportunities/jobs/penjaga-toko/2adfb8cd-cfcf-4f51-981f-08f8e90c02d4?utm_referrer=explore
HOST LIVE STREAMING MARKETPLACE,Fastech Media Indonesia,"Karawang Barat, Kab. Karawang, Jawa Barat, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Target Oriented,Rp3jt-Rp4jt,https://glints.com/id/opportunities/jobs/host-live-streaming-marketplace/f02268c5-cc62-42fb-98b3-5c873a958af4?utm_referrer=explore
Business Development Executive,PT PETROSYNC,"Grogol Petamburan, Jakarta Barat, DKI Jakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,English Speaking,"Rp4,5jt-Rp5,5jt",https://glints.com/id/opportunities/jobs/business-development-executive/2703b038-cec5-4c2c-a548-c7120af890f1?utm_referrer=explore
Baker (produksi),CV Mitra Adhiska Grup,"Tabanan, Kab. Tabanan, Bali, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Pastry Chef/baker,"Rp4,9jt-Rp5jt",https://glints.com/id/opportunities/jobs/baker-produksi/877d33eb-4cc3-4093-b26b-a694c47e3529?utm_referrer=explore
Staff Pajak,PT Eureka Logistics,"Ciracas, Jakarta Timur, DKI Jakarta, Indonesia",Kontrak,Minimal Sarjana (S1),Kurang dari setahun,e-bupot unifikasi,Rp5jt-Rp6jt,https://glints.com/id/opportunities/jobs/staff-pajak/e08fef9b-fe5a-49a9-93b4-91bb08a6820d?utm_referrer=explore
Sales Representative (area Bekasi),PT Prima Health Care,"Bekasi Selatan, Bekasi, Jawa Barat, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Medical Sales Representative,"Rp3,8jt-Rp6jt",https://glints.com/id/opportunities/jobs/sales-representative-area-bekasi/b3861e3e-afe6-4d21-b726-587a485e1993?utm_referrer=explore
Teknisi Mesin EDC,PT Qualita Indonesia,"Kota Kisaran Timur, Kab. Asahan, Sumatera Utara, Indonesia",Penuh Waktu,Minimal SMP,Kurang dari setahun,Bisa Mengendarai Motor,"Rp4,5jt-Rp5jt",https://glints.com/id/opportunities/jobs/teknisi-mesin-edc/679a7a71-8c8b-4888-b75f-909d590b3ac0?utm_referrer=explore
SPV RND,PT Infion,"Kembangan, Jakarta Barat, DKI Jakarta, Indonesia",Penuh Waktu,Minimal Sarjana (S1),1 – 3 tahun,Supervisor,"Rp3,5jt-Rp5,5jt",https://glints.com/id/opportunities/jobs/spv-rnd/a9341fac-e839-4695-93c5-54bae564758d?utm_referrer=explore
REVISI,PT Karya Usaha Baru,"Kebomas, Kab. Gresik, Jawa Timur, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Apoteker,Rp5jt-Rp15jt,https://glints.com/id/opportunities/jobs/revisi/88474195-1323-4efb-b48f-e6a062b05629?utm_referrer=explore
PACKING,PT Karya Usaha Baru,"Kebomas, Kab. Gresik, Jawa Timur, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Ulet Dan Cekatan,"Rp3jt-Rp3,5jt",https://glints.com/id/opportunities/jobs/packing/8665509c-2a43-436e-9e32-5e040714c461?utm_referrer=explore
Telemarketing,PT Indium Dinamika Solusindo,"Kembangan, Jakarta Barat, DKI Jakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Ulet Dan Cekatan,Rp3jt-Rp4jt,https://glints.com/id/opportunities/jobs/telemarketing/e717ac25-a8ae-48a4-878d-a8b33b6ad30f?utm_referrer=explore
Asisten Apoteker,PT. Sehat Makmur Rejeki Berlimpah (Klinik Utama Sejiwaku),"Kebon Jeruk, Jakarta Barat, DKI Jakarta, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Target Oriented,Rp20jt-Rp50jt,https://glints.com/id/opportunities/jobs/asisten-apoteker/141e6e5f-73d0-4cd1-8941-e9392c0fdd17?utm_referrer=explore
Tally,PT Karya Usaha Baru,"Sidoarjo, Kab. Sidoarjo, Jawa Timur, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,"Teliti, disiplin, pekerja keras ","Rp2,5jt-Rp6jt",https://glints.com/id/opportunities/jobs/tally/c692866a-2d81-4097-a6af-00aa444ae32d?utm_referrer=explore
Account Executive,Potluck Studio,"Serpong, Tangerang Selatan, Banten, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Ulet Dan Cekatan,Rp3jt-Rp3jt,https://glints.com/id/opportunities/jobs/account-executive/ce9f0da2-78ae-4d2d-a8ed-61dba7668a24?utm_referrer=explore
Social Media Manager,CV. Krearte Mitra Artisan,"Lakarsantri, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,Minimal Sarjana (S1),Kurang dari setahun,Account Executive,Rp4jt-Rp8jt,https://glints.com/id/opportunities/jobs/social-media-manager/76507aa2-7ec9-491e-8114-08921de92519?utm_referrer=explore
Piping Engineer,PT.SUPRABAKTI MANDIRI,"Pasar Kemis, Kab. Tangerang, Banten, Indonesia",Penuh Waktu,Minimal Sarjana (S1),Kurang dari setahun,Extroverted,N/A,https://glints.com/id/opportunities/jobs/piping-engineer/dec519de-bb87-4295-b50d-fb4532ce65d2?utm_referrer=explore
Supervisor Maintenance,PT. Berkah Anugerah Inti Semesta,"Manyar, Kab. Gresik, Jawa Timur, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Kemampuan Analisa,N/A,https://glints.com/id/opportunities/jobs/supervisor-maintenance/db2b91de-51a1-4233-ad0b-886c92e01b68?utm_referrer=explore
