id,Job_title,Company,Category,Location,Work_type,Working_type,Salary,Experience,Skills,Study_requirement,Desc,Link
gl297,Business Development Internship,PT.LEGALKU DIGITAL TEKNOLOGI,Marketing,"Menteng, Jakarta Pusat, DKI Jakarta, Indonesia",Magang,Tidak ditampilkan,"Rp1jt-Rp1,5jt",Kurang dari setahun,"Marketing, Negotiation, Sales and Marketing, Public Speaking, Sales, B2b Sales, Public Relations",Sarjana (S1),"Mencari dan menarik calon-calon klien baru untuk membuat semakin banyak bisnis untuk perusahaan, Menghubungi prospek yang disediakan untuk menerima gambaran yang jelas tentang jenis layanan yang mereka cari, Melakukan percakapan dengan konsumen melalui online atau offline untuk memberikan informasi tentang produk atau jasa, me-maintain klien dan memastikan semua kebutuhan dan keinginannya terpenuhi",https://glints.com/id/opportunities/jobs/business-development-internship/c8d1848d-8420-4e52-a9f1-9b13cc0c9a9e?utm_referrer=explore
gl298,Digital Marketing Specialist,PT. Rumbaka Gung Triwikrama,aktif di media sosial,"Pamulang, Tangerang Selatan, Banten, Indonesia",Penuh Waktu,Tidak ditampilkan,Rp2jt-Rp3jt,Kurang dari setahun,"Memiliki Kemampuan Komunikasi Yang Baik, aktif di media sosial, Memiliki kemampuan copywriting y",Diploma (D1 - D4),"Membangun, menangani, dan mengelola akun media sosial perusahaan, Membuat konten untuk situs web dan akun media sosial, termasuk grafis, blog, atau video, Menanggapi pertanyaan publik pada media sosial, Membangun hubungan personal dan membantu menyatukan orang-orang dengan minat yang serupa, Menjalankan promosi dan kampanye sosial secara teratur dan meninjau kampanye, Berkolaborasi dan melaksanakan kampanye pemasaran digital termasuk SEO/SEM, Memantau perkembangan terbaru di situs dan tren media sosial atau teknologi terkini",https://glints.com/id/opportunities/jobs/digital-marketing-specialist/09615533-69dc-4e94-903e-4fb6b2528acf?utm_referrer=explore
gl299,Junior Network Engineer,PT Kalos Anthrope Solusi,CCNA,"Bahodopi, Morowali, Sulawesi Tengah, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,Sarjana (S1),"Supporting a client's daily activity, such as adding or modifying configuration, etc., Provide clients with advice and solutions based on their daily activities and needs., Preventive and corrective maintenance., Troubleshooting and solving client issues., Offer technical documentation and willingness to work with next escalation level, principal, and also 3rd party.",https://glints.com/id/opportunities/jobs/junior-network-engineer/045e21fa-18e4-4597-b81b-30d54953c90f?utm_referrer=explore
gl300,Profider Helpdesk (Claim Analyst),Agent & Co (Contact Center Services),Customer Experience,"Tanah Abang, Jakarta Pusat, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,"Rp4,9jt",Kurang dari setahun,Tidak ditampilkan,Diploma (D1 - D4),"Pendidikan minimal D3 jurusan kesehatan, Diutamakan laki-laki, Bersedia shifting, Memiliki integritas dan kejujuran, Memiliki communication dan inter-personal skill yang baik, Memiliki kemampuan bekerja sama dalam tim",https://glints.com/id/opportunities/jobs/profider-helpdesk-claim-analyst/04456fda-6eda-4cfd-8e7f-300a7160eeea?utm_referrer=explore
gl302,Guru TK,Yayasan Mentari Indonesia Jaya,Memiliki Kemampuan Komunikasi Yang Baik,"Tarumajaya, Bekasi, Jawa Barat, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Memiliki Kemampuan Komunikasi Yang Baik, Pembelajaran Anak Usia Dini, Mengajar",Sarjana (S1),"Perempuan, S1 PGPAUD/S1 Psikologi (wajib), Memahami atau minimal memiliki ketertarikan terhadap tumbuh kembang anak-anak usia dini, Memiliki pengalaman dibidang tersebut menjadi nilai tambah, Bersedia ditempatkan di Tambun Utara (Gabus) Bekasi",https://glints.com/id/opportunities/jobs/guru-tk/3c8dde16-9df3-4749-873e-9d3b8974dcfb?utm_referrer=explore
gl303,Host Live Streaming,Vnybestfind,Confident,"Cimanggis, Depok, Jawa Barat, Indonesia",Penuh Waktu,Tidak ditampilkan,Rp4jt-Rp10jt,Kurang dari setahun,"Confident, Berpenampilan Menarik, Berkomunikasi Dengan Baik, host live streaming",SMA/SMK,"Wanita, min. pendidikan SMA, Berpenampilan menarik, pede, jujur, bisa berkomunikasi dan berinteraksi didepan kamera serta bertanggung jawab, Tinggi min 155 cm, Location di dekat TSM Cibubur, Working hour (4 hour / day), Gaji 4-10jt/bulan (belum bonus), Pengalaman diutamakan",https://glints.com/id/opportunities/jobs/host-live-streaming/13f590a9-5e10-4945-957b-4bd56f1a3c7f?utm_referrer=explore
gl304,Guru Fisika,SMA BPS&K 1 Jakarta,Good Communication Skills,"Duren Sawit, Jakarta Timur, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,Sarjana (S1),"Muslim, Pendidikan min S-1 sesuai jurusan, Berperilaku Baik, Memahami Kurikulum Merdeka, Mampu bekerja dalam tim, Usia maksimal 35 tahun",https://glints.com/id/opportunities/jobs/guru-fisika/fa4dc3ae-300d-4a6c-a7cf-1afe6acf4cf2?utm_referrer=explore
gl305,Admin Support Internship,Carsurin,Microsoft Office,"Puuwatu, Kendari, Sulawesi Tenggara, Indonesia",Magang,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,Sarjana (S1),"Melakukan penginputan data ke sistem Odoo dan sistem Maya, Melakukan pencatatan pekerjaan Operational",https://glints.com/id/opportunities/jobs/admin-support-internship/9681aedd-0409-43f9-9711-0773139c66a5?utm_referrer=explore
gl306,Host Live,Pusat Grosir jam Tangan,Confident,"Kosambi, Tangerang, Banten, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Host Live, Social Media, Confident, Good Communication Skills",SMA/SMK,"Gaji Pokok Menarik, Bonus Komisi, Bonus Kerajinan, Tersedia Mess Wanita Layak",https://glints.com/id/opportunities/jobs/host-live/12b1f77d-265e-43e7-af34-338fd2321a4b?utm_referrer=explore
gl307,Staff Nurse (Man),DVX Medical,Memiliki STR aktif,"Gubeng, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,Diploma (D1 - D4),"Pria Usia max 30 tahun, Minimal D3 Keperawatan, Jujur, disiplin, teliti dan bertanggung jawab, Penempatan Surabaya Timur, Memiliki STR yang berlaku, Berpenampilan menarik",https://glints.com/id/opportunities/jobs/staff-nurse-man/adfbbdf7-f9f9-4cc1-99aa-a48bab72b2b2?utm_referrer=explore
gl309,Marketing Communication,Mecoo.id,Fast learning,"Batam Kota, Batam, Kepulauan Riau, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,Sarjana (S1),"Fresh graduate are welcome, Familiar and up to date with social media channels, Critical thinking and problem solving, High ambition to learn",https://glints.com/id/opportunities/jobs/marketing-communication/d70a701a-8382-4a81-b48c-adf49b4c9db6?utm_referrer=explore
gl310,Digital Marketing Internship,PT Mata Kawai Indonesia,Proactive And Fast Learner,"Kelapa Dua, Tangerang, Banten, Indonesia",Magang,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Proactive And Fast Learner, KOL Management, Employer Branding",SMA/SMK,"Last semester student/fresh graduate are welcome to apply, Women, high interest beauty industry will be a point plus, Energic, fast learner, think out of the box, Collaborate with team and fresh idea, Beauty enthusiast will be a point plus",https://glints.com/id/opportunities/jobs/digital-marketing-internship/decddcf8-e26c-4925-8c08-d6d47603a90a?utm_referrer=explore
gl311,Beauty Advisor,PT. SANT GROUP INDONESIA,Beauty Advisor,"Kebayoran Lama, Jakarta Selatan, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,"Rp4,9jt-Rp7jt",Kurang dari setahun,"Beauty Advisor, Cosmetics & Beauty, sudah berpengalaman sebagai spg",SMA/SMK,"Memperkenalkan, menawarkan dan menjual produk parfum kepada pelanggan., Mencapai target penjualan individu dan toko., Melakukan transaksi pembelian pelanggan (kasir) dan bertanggung jawab terhadap seluruh transaksi yang dilakukan",https://glints.com/id/opportunities/jobs/beauty-advisor/487c580c-7844-45db-8868-72aba3e1a605?utm_referrer=explore
gl314,Pengajar Freelance Olimpiade Kimia,Sang Juara School (PT Juara Edukasi Muda),Good Teaching Skill,"Mulyorejo, Surabaya, Jawa Timur, Indonesia",Paruh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,Sarjana (S1),"Mahasiswa tingkat akhir/ lulusan program studi yang relevan, Pernah berpartisipasi dalam Olimpiade Kimia, Memiliki pengalaman mengajar yang relevan lebih disukai, Memahami skema pembelajaran ujian masuk kampus, Berdedikasi sebagai pengajar, Diutamakan domisili Surabaya",https://glints.com/id/opportunities/jobs/pengajar-freelance-olimpiade-kimia/29a9222c-ba7a-4be9-9b98-b1abf9eea1b4?utm_referrer=explore
gl315,Retail Ambassador (Daily Worker),Pasti Ada Jalan,Berkomunikasi Dengan Baik,"Kelapa Gading, Jakarta Utara, DKI Jakarta, Indonesia",Paruh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Baru lulus SMA/K dan sedang menyelesaikan kuliah S1, Penampilan menarik, energik, dan berkomunikasi dengan percaya diri., Pengalaman sebelumnya dalam peran serupa dihargai., Kemampuan berkomunikasi yang baik dalam Bahasa Indonesia., Keterampilan interpersonal dan kemampuan bekerja dalam tim yang baik., Bersedia bekerja dalam skema Daily Worker.",https://glints.com/id/opportunities/jobs/retail-ambassador-daily-worker/858f4239-6f65-4025-8d4e-16c3e01b3836?utm_referrer=explore
gl316,Admin Tax,MIRALAND,Advanced Microsoft Excel,"Kuta Selatan, Badung, Bali, Indonesia",Penuh Waktu,Tidak ditampilkan,"Rp3,1jt-Rp4jt",Kurang dari setahun,"Akuntansi, Advanced Microsoft Excel, Menguasai Perpajakan",Sarjana (S1),"Pendidikan Minimal D4/S1 Akutansi/Perpajakan, Pengalaman kerja di bidang perpajakan minimal 1 tahun.",https://glints.com/id/opportunities/jobs/admin-tax/7b8d5313-c16e-4167-a3f1-7564ab246481?utm_referrer=explore
gl317,Sales Counter,PT. Sinar Jaya Komunika,Good Comunication Skill,"Banjarmasin Barat, Banjarmasin, Kalimantan Selatan, Indonesia",Kontrak,Tidak ditampilkan,"Rp3jt-Rp3,2jt",Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Bertanggung jawab atas perjualan produk dan layanan perusahaan, Bertanggung jawab atas target yang telah ditentukan, Menjalin hubungan baik dengan pelanggan dan memberikan pelayanan terbaik kepada pelanggan, Melakukan promosi dengan memperhatikan konsep pelayanan pelanggan, Berkoordinasi dengan Team dan support kerja, Bisa memberikan masukkan jenis barang yang diminati pelanggan, Memelihara kebersihan dan keamanan barang toko, pribadi dan area penjualan",https://glints.com/id/opportunities/jobs/sales-counter/561fa837-6d59-458b-91a0-3efde942895e?utm_referrer=explore
gl318,Frontliner,PT. Sinar Jaya Komunika,Good Communication Skills,"Balikpapan Selatan, Balikpapan, Kalimantan Timur, Indonesia",Kontrak,Tidak ditampilkan,"Rp3jt-Rp3,2jt",Kurang dari setahun,"Seles marketing, Sales B2c, B2b Sales, Good Communication Skills",SMA/SMK,"Bertanggung jawab atas perjualan produk dan layanan perusahaan, Bertanggung jawab atas target yang telah ditentukan, Menjalin hubungan baik dengan pelanggan dan memberikan pelayanan terbaik kepada pelanggan, Melakukan promosi dengan memperhatikan konsep pelayanan pelanggan, Berkoordinasi dengan Team dan support kerja, Bisa memberikan masukkan jenis barang yang diminati pelanggan, Memelihara kebersihan dan keamanan barang toko, pribadi dan area penjualan",https://glints.com/id/opportunities/jobs/frontliner/fb131ca7-97f8-40ba-8016-9515a7541e85?utm_referrer=explore
gl324,Marketing Communication,PT. Migo Commercial Indonesia,Proactive And Fast Learner,"Batam Kota, Batam, Kepulauan Riau, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Proactive And Fast Learner, Problem Solving And Time Management, Teamwork And Interpersonal Skills",Sarjana (S1),"Manage and curate content for social media platform, Assist in planning and executing marketing events, Maintain brand cosistency across all platform, Assist brand collaboration/partnership, Support on KOL/Influencer",https://glints.com/id/opportunities/jobs/marketing-communication/b1e106b3-ad80-48fe-a6f6-ea28c61e4b52?utm_referrer=explore
gl325,Admin Penawaran,UPVC BALI SOLUTION,Ms Office,"Denpasar Barat, Denpasar, Bali, Indonesia",Penuh Waktu,Tidak ditampilkan,"Rp2jt-Rp2,2jt",Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Melakukan tugas administratif terkait penjualan, termasuk mempersiapkan dokumen penjualan, proposal, dan kontrak., Mengelola dan memelihara database pelanggan serta mengupdate informasi pelanggan secara teratur., Membantu dalam menyusun laporan penjualan dan analisis data., Merespons pertanyaan dan permintaan pelanggan., Membantu dalam proses administrasi untuk mengelola komisi penjualan tim.",https://glints.com/id/opportunities/jobs/admin-penawaran/0c4c99ca-c090-44e9-be1c-40a4d9620f70?utm_referrer=explore
gl338,Casual,Kopi Panggang,Pelayanan pelanggan,"Gresik, Gresik, Jawa Timur, Indonesia",Paruh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Pelayanan pelanggan, Rajin Bertanggung Jawab, Berkomunikasi Dengan Baik",SMA/SMK,"Boleh Fresh Graduate / untuk Mahasiswa, Siap bekerja di hari Weekend dan tanggal merah saja, Boleh untuk mahasiswa /sedang menempuh jalur pendidikan",https://glints.com/id/opportunities/jobs/casual/eabdbfba-8af1-400a-b5f4-fb62cb65e834?utm_referrer=explore
gl339,Kasir,Kopi Panggang,Punya Kendaraan Pribadi,"Gresik, Gresik, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Memahami Mesin Kasir, Punya Kendaraan Pribadi, Microsoft Office",SMA/SMK,"Pria atau wanita, Usia maksimal 30 tahun, Ijazah minimal SMA / sederajat, Berpengalaman di bidangnya minimal 6 bulan, Menguasai Microsoft Office, Berpenampilan rapi dan menarik, Tidak sedang dalam kuliah, Memiliki kendaraan sendiri",https://glints.com/id/opportunities/jobs/kasir/77a7b96c-109f-4ad6-bc10-30cced52b59b?utm_referrer=explore
gl340,Staff Operasional,PT Tahooe Pranata Indonesia,Pelayanan pelanggan,"Arut Selatan, waringin Barat, Kalimantan Tengah, Indonesia",Penuh Waktu,Tidak ditampilkan,"Rp1,5jt-Rp2,5jt",Kurang dari setahun,"Pelayanan pelanggan, Memiliki Kemampuan Komunikasi Yang Baik, Food and Beverage",SMA/SMK,"Menerima pelanggan yang ingin bertransaksi, Membantu pelanggan memilih pesanan, Menyapa dan melayani pelanggan dengan ramah dan sopan, Membantu pelanggan untuk membantu toko dalam pencegahan kerugian, Menyediakan semua peralatan untuk keperluan operasional restoran, Menyiapkan pesanan pelanggan dengan teliti, cepat tanggap, dan higienis, Mampu mengikuti SOP yang diberikan dalam bekerja didala shift, Bertanggung jawab penuh pada shift, kontrak kerja, dan kewajiban menyelesaikan pekerjaan, Siap ditempatkan di luar kota",https://glints.com/id/opportunities/jobs/staff-operasional/8db6df8a-de63-4e89-b91a-69a9e03efe45?utm_referrer=explore
gl341,Fashion Designer Intern,Faith Fade,Adobe Illustrator,"Cengkareng, Jakarta Barat, DKI Jakarta, Indonesia",Magang,Tidak ditampilkan,Rp500rb-Rp1jt,Kurang dari setahun,Tidak ditampilkan,Diploma (D1 - D4),"Social Media Savvy, Interested in Fashion, Experienced in Fashion Industry is a plus, Proficiency in Adobe family, Photography and Videography skill is a plus, Pattern Making

Responsibility, Working closely with art director to create new products, Create Moodboard, Create Mockup",https://glints.com/id/opportunities/jobs/fashion-designer-intern/90d78809-42b4-4bab-a694-811c80cbca0c?utm_referrer=explore
gl342,Content Creator Intern,Faith Fade,Social Media Marketing,"Cengkareng, Jakarta Barat, DKI Jakarta, Indonesia",Magang,Tidak ditampilkan,Rp500rb-Rp1jt,Kurang dari setahun,Tidak ditampilkan,Diploma (D1 - D4),"Great visual taste and ideas., A great storyteller., Create and execute content planning and strategies for Instagram & Tiktok., Familiar with social media trend., Coordinate with the creative team to produce promotional media., Build a relationship with Customer & KOL",https://glints.com/id/opportunities/jobs/content-creator-intern/18df4b34-1fe0-41a5-bc74-18574688e18a?utm_referrer=explore
gl345,Talent Internship,Cera Production,Content Creator,"Kapanewon Depok, Sleman, DI Yogyakarta, Indonesia",Magang,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Content Creator, Photography, Videography, Modeling",Diploma (D1 - D4),"Menjadi model untuk photoshoot/video shoot untuk produk fashion konten media sosial, memantau tren pada sosial media untuk memberikan ide-ide baru konten",https://glints.com/id/opportunities/jobs/talent-internship/990627ff-59f5-4371-bae4-20e6eb44537b?utm_referrer=explore
gl346,HOST LIVE SHOPPING (Freelance),Bandung Digital Telemedia,live streaming,"Rancasari, Bandung, Jawa Barat, Indonesia",Paruh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Marketing, live streaming, Good Communication Skills",SMA/SMK,"Pria/Wanita, usia maksimal 30 tahun,, Berpenampilan menarik, Teliti, disiplin, tepat waktu, Aktif bersosial media dan paham fitur-fitur pada social media (FB, Instagram, Tiktok), Mengikuti trend di berbagai social media, Memiliki kemampuan komunikasi yang baik, Tidak gugup dan bersedia tampil di hadapan kamera, Mampu bekerja dengan deadline, Bersedia bekerja dengan system shift, Bersedia berkantor di wilayah Riung Bandung, Bandung",https://glints.com/id/opportunities/jobs/host-live-shopping-freelance/9a932f25-d571-4179-bf74-03c2b044ce10?utm_referrer=explore
gl348,HOST LIVE SHOPPING (Fulltime),Bandung Digital Telemedia,Host Live Steam,"Rancasari, Bandung, Jawa Barat, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Marketing, Host Live Steam, Good Communication Skills",SMA/SMK,"Pria/Wanita, usia maksimal 30 tahun,, Berpenampilan menarik, Teliti, disiplin, tepat waktu, Aktif bersosial media dan paham fitur-fitur pada social media (FB, Instagram, Tiktok), Mengikuti trend di berbagai social media, Memiliki kemampuan komunikasi yang baik, Tidak gugup dan bersedia tampil di hadapan kamera, Mampu bekerja dengan deadline, Bersedia bekerja dengan system shift, Bersedia berkantor di wilayah Riung Bandung, Bandung",https://glints.com/id/opportunities/jobs/host-live-shopping-fulltime/068059f3-2aa0-412b-9466-6370caac73bd?utm_referrer=explore
gl356,Guru Bahasa Inggris,Sekolah Dasar Islam Terpadu Al-Wathoniyah,Usia Maksimal 30 Tahun,"Dasuk, Sumenep, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Guru Bahasa Inggris, Guru, Usia Maksimal 30 Tahun, membuat kontrak kerja, Sarjana 1, minimum IPK 3,0",Sarjana (S1),"Muslim/Muslimah usia maksimal 30 tahun, Lulusan minimal S1 sesuai jurusan dengan IPK minimal 3.00, Mencintai dunia pendidikan dan siap menjalani masa kontrak",https://glints.com/id/opportunities/jobs/guru-bahasa-inggris/9ee5f931-5f8d-410f-8792-b93ebf4c934b?utm_referrer=explore
gl357,Guru Matematika,Sekolah Dasar Islam Terpadu Al-Wathoniyah,Usia Maksimal 30 Tahun,"Dasuk, Sumenep, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Guru, Guru matematika, Usia Maksimal 30 Tahun, membuat kontrak kerja, Sarjana 1, minimum IPK 3,0",Sarjana (S1),"Muslim/Muslimah usia maksimal 30 tahun, Lulusan minimal S1 sesuai jurusan dengan IPK minimal 3.00, Mencintai dunia pendidikan dan siap menjalani masa kontrak",https://glints.com/id/opportunities/jobs/guru-matematika/9aa95fac-02a9-4b1b-9db5-54a677eebe65?utm_referrer=explore
gl358,Guru PGSD,Sekolah Dasar Islam Terpadu Al-Wathoniyah,PGSD graduate,"Dasuk, Sumenep, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Guru, Usia Maksimal 30 Tahun, PGSD graduate, membuat kontrak kerja, Sarjana 1, minimum IPK 3,0",Sarjana (S1),"Muslim/Muslimah usia maksimal 30 tahun, Lulusan minimal S1 sesuai jurusan dengan IPK minimal 3.00, Mencintai dunia pendidikan dan siap menjalani masa kontrak",https://glints.com/id/opportunities/jobs/guru-pgsd/483f73f0-0e52-4727-8df1-71c330eaba54?utm_referrer=explore
gl359,Junior ODOO Developer,PT Doodex Jaya Makmur,Python,"Kapanewon Ngaglik, Sleman, DI Yogyakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Rp3jt-Rp4jt,Kurang dari setahun,Tidak ditampilkan,Sarjana (S1),"International project, Long term customers contract already validated, Offer huge career development",https://glints.com/id/opportunities/jobs/junior-odoo-developer/b4cb41e9-1cf5-4898-b987-39764b2ada81?utm_referrer=explore
gl360,Junior ODOO Developer,PT Doodex Jaya Makmur,Python,"Kapanewon Ngaglik, Sleman, DI Yogyakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Rp3jt-Rp4jt,Kurang dari setahun,"PostgreSQL, CSS, Linux, Python, XML, Odoo",Sarjana (S1),"International project, Long term customers contract already validated, Offer huge career development",https://glints.com/id/opportunities/jobs/junior-odoo-developer/b4cb41e9-1cf5-4898-b987-39764b2ada81?utm_referrer=explore
gl361,Robotic Engineering,Taman Teknologi Nusantara,Desain,"Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Rp4jt,Kurang dari setahun,"Engineering, Team Building, Trainer, Desain",SMA/SMK,"Designing, developing, and testing complex robot hardware., Programming and optimizing robot control software., Designing and constructing robot mechanisms and electronic components., Maintaining, servicing, and troubleshooting existing robots., Collaborating with cross-disciplinary teams to achieve project goals., Analyzing and resolving technical issues that arise during robot development., Other job-related tasks as determined by the supervisor.",https://glints.com/id/opportunities/jobs/robotic-engineering/8d219346-9ada-49c3-bbb3-3cfe5d53220a?utm_referrer=explore
gl362,Sales Perbankan,Pelangi Fortuna Global Jawa Timur,Percaya Diri,"Gubeng, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Penjualan, Berkomunikasi Dengan Baik, Percaya Diri",SMA/SMK,"Job Descriptions, Mencari nasabah dan menawarkan produk personal loan kepada nasabah, Melakukan proses KYC (Know Your Customers) dengan benar, Memeriksa kelengkapan dan keabsahan dokumen nasabah, Menghindari dan mencegah terjadinya pelanggaran (fraud)",https://glints.com/id/opportunities/jobs/sales-perbankan/921fb41e-9063-4010-a74c-b9098d83acbf?utm_referrer=explore
gl364,Video Production (Manokwari / Sorong),Tribun Network,Video Production,"Manokwari Barat, Manokwari, Papua Barat, Indonesia",Kontrak,Tidak ditampilkan,"Rp3,3jt-Rp4jt",Kurang dari setahun,"Video Editing, Videography, Video Production",Diploma (D1 - D4),"Kota Manokwari (Tribun Papua Barat), Kota Sorong (Tribun Sorong)",https://glints.com/id/opportunities/jobs/video-production-manokwari-sorong/7d0f7cc3-f373-4229-9d52-a798b0c40f42?utm_referrer=explore
gl365,Sales & Marketing,Tutuloph,Strategic Planning,"Serpong Utara, Tangerang Selatan, Banten, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Perempuan/Laki-laki min. 23 tahun, Mencari target konsumen dengan aktif, Melakukan analisa pasar, Mencari mitra kerja untuk menunjang sales, Menyusun strategi penjualan produk, Siap bekerja dengan target, Jujur & mampu berkomunikasi dengan baik, Mampu bekerja secara individu dan tim",https://glints.com/id/opportunities/jobs/sales-and-marketing/d9240b94-b952-408f-bb97-9c2c175d65e8?utm_referrer=explore
gl366,Host Live Streaming,Tutuloph,Host Live Steam,"Serpong Utara, Tangerang Selatan, Banten, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Kreatif, Host Live Steam, Percaya Diri, Good Communication Skills",SMA/SMK,"Perempuan, Diprioritaskan untuk yang memiliki jam fleksibel (Opsi: pagi/sore/malam termasuk weekend), Percaya diri dan kreatif, Memahami trend media sosial, Part time/Freelancer are welcome, Gaji pokok + komisi",https://glints.com/id/opportunities/jobs/host-live-streaming/298b2bc8-2ae6-4ef8-9fd5-d6f80182db64?utm_referrer=explore
gl368,HOST LIVE,PT Grandville Food Indonesia,Menguasai sosial media,"Rungkut, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Pria/wanita, Pendidikan minimal SLTA sederajat, Berpenglaman/non pengalaman, Aktif mengikuti trend sosial media, Pandai berkomunikasi dengan penonton, Percaya diri, Mudah beradaptasi dan mau memepelajari hal-hal baru, Mampu mengikuti arahan dari atasan, Dapat bergabung segera, Bersedia untuk bekerja di Surabaya",https://glints.com/id/opportunities/jobs/host-live/8e06a5b1-ba99-4051-bb83-81d8de7feb6d?utm_referrer=explore
gl369,Kurir motor,PT. Global Sarana Sukses Balinusra,Siap Bekerja Dengan Target,"Denpasar Selatan, Denpasar, Bali, Indonesia",Harian,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Komunikatif, ramah dan sopan, Siap Bekerja Dengan Target",SMA/SMK,"Mengemudikan kendaraan pengiriman dengan aman dan bertanggung jawab., Mengambil dan mengantarkan paket, dokumen, atau barang sesuai dengan jadwal pengiriman., Memastikan kondisi paket atau barang tetap terjaga selama proses pengiriman., Melakukan verifikasi dan pencatatan terhadap pengiriman yang dilakukan.",https://glints.com/id/opportunities/jobs/kurir-motor/30fdde6d-fbbb-404b-98a1-e2d1a9e1a3c3?utm_referrer=explore
gl372,Host Live Streaming,Shesbee,Host Live Steam,"Kebon Jeruk, Jakarta Barat, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Woman, Max 25 years old, Min height 158 cm, Looking better on camera, Serious to work, Polite, Good attitude, Good communication, Cheerful, Fast response",https://glints.com/id/opportunities/jobs/host-live-streaming/91e606e9-4a29-4721-abb6-1388f27f6c45?utm_referrer=explore
gl375,Sales Executive,Indomobil Multi Trada Karawaci,Marketing,"Karawaci, Tangerang, Banten, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Target Oriented, Marketing, Sales, Good Communication Skills",SMA/SMK,"Minimal SMA/SMK, Memiliki SIM C & Motor, Maksimal berusia 40 tahun",https://glints.com/id/opportunities/jobs/sales-executive/e688ac48-162d-44ab-b070-dcf3429148f7?utm_referrer=explore
gl377,Pramuniaga,PT. MG Health and Beauty,Administrative Assistance,"Sidoarjo, Sidoarjo, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,Sarjana (S1),"Diploma degree majoring in Accounting/Administration/Fiscal Administration with a minimum last GPA of 2.80., Understand basic English/terminologies in accounting and basic PPN., Proficient in computer operations., Attention to detail., Preferably below 25 years old., Fresh graduate are also welcome to apply.",https://glints.com/id/opportunities/jobs/pramuniaga/08500c69-8e7c-4624-bfe6-5d805e488b67?utm_referrer=explore
