id,Job_title,Company,Category,Location,Work_type,Working_type,Salary,Experience,Skills,Study_requirement,Desc,Link
gl455,Cashier,Sambal Bakar Bali,Memiliki Jiwa Kepemimpinan,"Denpasar Utara, Denpasar, Bali, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Cashier, disiplin dan bertanggung jawab, Jujur Dan Pekerja Keras, mampu bekerja dibawah tekanan, Memiliki Jiwa Kepemimpinan",SMA/SMK,"Laki-laki/Perempuan, Memiliki pengalaman minimal 6 bulan di bidang yang sama, Memiliki jiwa kepemimpinan yang tinggi, Berorientasi pada kepuasan pelanggan, Jujur, pekerja keras, disiplin, dan bisa bekerja di bawah tekanan",https://glints.com/id/opportunities/jobs/cashier/675419ea-acd4-4333-9b0a-067a2be1f775?utm_referrer=explore
gl456,Waiters,Sambal Bakar Bali,Memiliki Jiwa Kepemimpinan,"Denpasar Utara, Denpasar, Bali, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"disiplin dan bertanggung jawab, Jujur Dan Pekerja Keras, mampu bekerja dibawah tekanan, Memiliki Jiwa Kepemimpinan, Pelayan / Pramuniaga / Waiter / Server",SMA/SMK,"Laki-laki/Perempuan, Memiliki pengalaman minimal 6 bulan di bidang yang sama, Memiliki jiwa kepemimpinan yang tinggi, Berorientasi pada kepuasan pelanggan, Jujur, pekerja keras, disiplin, dan bisa bekerja di bawah tekanan",https://glints.com/id/opportunities/jobs/waiters/3c239334-2385-44ca-bf2e-cc92277684af?utm_referrer=explore
gl457,Junior .NET Developer,PT Indocyber Global Teknologi,.NET Core,"Tebet, Jakarta Selatan, DKI Jakarta, Indonesia",Kontrak,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"MVC, .NET Core, .NET Developer, C#",SMA/SMK,"Candidate must possess at least a Diploma, Bachelor's Degree, Engineering (Computer/Telecommunication) or equivalent, At least 6 month(s) of working experience in the related field is required for this position, Required skill(s): C#, ASP.NET MVC or NET Core, Full-Time position(s) available",https://glints.com/id/opportunities/jobs/junior-net-developer/3bcc2c1c-e94e-4e46-a616-bbfb6e1084c0?utm_referrer=explore
gl460,Public Speaker,PT Yapindo Jaya Abadi,Good Communication Skills,"Grogol Petamburan, Jakarta Barat, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Lulusan Min. SMA/SMK Sederajat, Usia Mak. 23 Tahun, Tidak Terikat Kontrak di perusahaan lain, Memiliki skill Publik Speaking yang baik, Memiliki skill Mempromosikan/Menawarkan Produk, Bersedia Untuk Keluar Kota, Tidak sedang Menjalani Kuliah, Bersedia Bekerja dengan Target, Memiliki pengalaman dibidang yang sama ( nilai plus )",https://glints.com/id/opportunities/jobs/public-speaker/1b468fd8-dad6-4dae-a61c-21084b1dd8ee?utm_referrer=explore
gl461,Field Education Consultant,PT Yapindo Jaya Abadi,Marketing,"Grogol Petamburan, Jakarta Barat, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Laki-Laki/Perempuan Min. Usia 18 - 25 Tahun, Min. Lulusan SMA/SMK Sederajat, Memiliki kemampuan Publik Speaking yang baik, Percaya diri dan Bisa Presentasi di Hadapan banyak orang, Bisa mengendarai Motor & Memiliki SIM C, Siap ditugaskan keluar Kota sesuai kebutuhan perusahaan, Memiliki pengalaman dibidang marketing (nital plus)",https://glints.com/id/opportunities/jobs/field-education-consultant/d4fbffa0-558c-4bcf-a808-122ecb97ca8e?utm_referrer=explore
gl462,Kurir,PT Esa Gemilang Sakti,memiliki kendaraan bermotor,"Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia",Paruh Waktu,Tidak ditampilkan,Rp100rb-Rp4jt,Kurang dari setahun,Tidak ditampilkan,SD,"Mengemudikan kendaraan pengiriman dengan aman dan bertanggung jawab., Mengambil dan mengantarkan paket, dokumen, atau barang sesuai dengan jadwal pengiriman., Memastikan kondisi paket atau barang tetap terjaga selama proses pengiriman., Melakukan verifikasi dan pencatatan terhadap pengiriman yang dilakukan.",https://glints.com/id/opportunities/jobs/kurir/cc5ade4f-cf8f-45d2-ba21-9c23822fe105?utm_referrer=explore
gl466,Account Management Intern,Magnus Digital Indonesia,Account Management,"Tanah Abang, Jakarta Pusat, DKI Jakarta, Indonesia",Magang,Tidak ditampilkan,"Rp2jt-Rp2,2jt",Kurang dari setahun,Tidak ditampilkan,Sarjana (S1),"Assist Account Managers in planning and executing marketing campaigns, Work closely with internal teams to deliver maximum output, Take on day-to-day account management tasks such as scheduling meetings, creating job requests, and reminding deadlines",https://glints.com/id/opportunities/jobs/account-management-intern/9721296d-e3e9-45a7-ad23-45760a1d3995?utm_referrer=explore
gl467,Social Media Specialist,Clout Indonesia Group,Content Marketing,"Kelapa Dua, Tangerang, Banten, Indonesia",Magang,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Good Eye For Aesthetic, Social Media Marketing, Social Media Management, Content Creation, Self Confidence, Content Marketing, Content Strategy",SMA/SMK,"Develop & execute growth strategies for brands’ social media, Assisting in creating content calendar & content brief, Create organic contents for brands’ social media (Lifestyle pictures & videos), Create visually compelling social media posts, Assisting in analyzing brands’ social media performance",https://glints.com/id/opportunities/jobs/social-media-specialist/0d962dec-aec8-442c-baae-cc709a10fb58?utm_referrer=explore
gl468,Sales,pt global Abadi inti Nusantara,Sales Marketing,"Purwakarta, Purwakarta, Jawa Barat, Indonesia",Penuh Waktu,Tidak ditampilkan,"Rp1,5jt-Rp2jt",Kurang dari setahun,"Direct Sales, Retail Sales, Sales Marketing",SMP,"Pria wanita max 35 tahun diutamakan domisili sekitar Purwakarta, Memiliki motor sendiri lebih diutamakan, Mengidentifikasi dan menghubungi prospek potensial di area yang ditugaskan., Mempromosikan dan menjual produk dan layanan perusahaan kepada pelanggan potensial., Membangun dan menjaga hubungan bisnis yang baik dengan pelanggan yang ada., Mencapai target penjualan yang ditetapkan oleh perusahaan., Mengikuti perkembangan pasar dan tren industri terkait., Memberikan layanan pelanggan yang superior dan menjawab pertanyaan atau masalah pelanggan dengan cepat dan efektif., Mengumpulkan dan menyampaikan informasi pasar dan umpan balik pelanggan kepada tim manajemen.",https://glints.com/id/opportunities/jobs/sales/07f8754c-4de3-4199-8c44-b55f4a093c70?utm_referrer=explore
gl469,Advertising Staff,VoiLab,Advertising,"Kemantren Danurejan, Yogyakarta, DI Yogyakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Performance Marketing, Online Advertising, Facebook Advertising, Digital Advertising, Advertising",SMA/SMK,"Campaign Management: Plan, execute, and optimize advertising campaigns across various channels, including online and offline media., Creative Development: Collaborate with the creative team to develop compelling ad content and visuals., Budget Management: Monitor advertising budgets and ensure efficient allocation of resources., Data Analysis: Analyze campaign performance data to measure the effectiveness of advertising efforts and make data-driven decisions., Market Research: Stay updated on industry trends and competitor activities to identify new advertising opportunities., Client Interaction: Communicate with clients to understand their advertising goals and provide regular updates on campaign progress., Reporting: Generate reports on advertising campaign performance and present findings to the team and clients.",https://glints.com/id/opportunities/jobs/advertising-staff/6a26110f-8269-437a-973a-0bac5c78bec2?utm_referrer=explore
gl471,Tax Internship,Mostrans Global Digilog,Microsoft Office,"Cempaka Putih, Jakarta Pusat, DKI Jakarta, Indonesia",Magang,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Google Spreadsheet, Tax Accounting, Microsoft Office",Sarjana (S1),"Membuat rekap atas bukti potong prepaid pph yang diterima dari shipper, Melakukan settlement atas bukti potong prepaid pph yang diterima dari shipper",https://glints.com/id/opportunities/jobs/tax-internship/f19e5911-6c91-430c-b2a2-62b0fdd3fbcd?utm_referrer=explore
gl472,Broww,Puts Beauty,Eyebrow,"Denpasar Selatan, Denpasar, Bali, Indonesia",Penuh Waktu,Tidak ditampilkan,"Rp1,5jt-Rp4,5jt",Kurang dari setahun,"Eyebrow, Eyebrow Embroidery, Eyelash",SMA/SMK,"WANITA MAX 35th, UNTUK NAILIST MINIMAL MENGUASAI BASIC MANICURE DAN PEDICURE, RAJIN DAN TELITI, BISA BEKERJA SAMA DENGAN TEAM, JIKA BELUM ADA PENGALAMAN AKAN DI TRAINING, SIP UNTUK DI KONTRAK",https://glints.com/id/opportunities/jobs/broww/755085c5-6028-4d35-923b-a74c57fabb20?utm_referrer=explore
gl473,Lash Artist,Puts Beauty,Eyelash Extensions,"Denpasar Selatan, Denpasar, Bali, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"WANITA MAX 35th, UNTUK NAILIST MINIMAL MENGUASAI BASIC MANICURE DAN PEDICURE, RAJIN DAN TELITI, BISA BEKERJA SAMA DENGAN TEAM, JIKA BELUM ADA PENGALAMAN AKAN DI TRAINING, SIP UNTUK DI KONTRAK",https://glints.com/id/opportunities/jobs/lash-artist/824404d8-d825-4639-bacf-65b1142b6a34?utm_referrer=explore
gl474,Nail Artist,Puts Beauty,Nail Treatments,"Denpasar Selatan, Denpasar, Bali, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"KRITERIA:, WANITA MAX 35th, UNTUK NAILIST MINIMAL MENGUASAI BASIC MANICURE DAN PEDICURE, RAJIN DAN TELITI, BISA BEKERJA SAMA DENGAN TEAM, JIKA BELUM ADA PENGALAMAN AKAN DI TRAINING, SIP UNTUK DI KONTRAK",https://glints.com/id/opportunities/jobs/nail-artist/8723d133-4e30-47ae-a6d3-037f10b2cbff?utm_referrer=explore
gl475,Sales Executive Alat Laboratorium,PT. Pandu Inovasi Investama,Pendidikan Kimia,"Kramatjati, Jakarta Timur, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Mengerti alat lab, Negosiasi Dan Presentasi, Memiliki Kemampuan Komunikasi Yang Baik, Pendidikan Kimia",Sarjana (S1),"Mengatur dan melakukan kunjungan penjualan, Membuat proposal terperinci dan materi untuk presentasi kepada klien, Menawarkan kepada klien tentang layanan dan penawaran perusahaan, Menjaga hubungan dengan klien dengan memberikan dukungan dan informasi, Menyarankan peluang baru dan solusi, Bekerja sama dengan tim Pemasaran untuk menyusun paket layanan, Memberikan tanggapan yang cepat terhadap pertanyaan atau penyelesaian keluhan klien, Membantu mencapai target penjualan, Mengelola catatan aktivitas penjualan dan menyusun laporan penjualan",https://glints.com/id/opportunities/jobs/sales-executive-alat-laboratorium/5e787bfa-ad74-477c-80a8-c91204c8916f?utm_referrer=explore
gl477,Software Product Manager,PT Qtera Mandiri,Fast Learner,"Kelapa Gading, Jakarta Utara, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,Sarjana (S1),"Memetakan dan melakukan riset SWOT produk kompetitor, Menganalisis kebutuhan produk dan menemukan pain point problem calon user, Merancang dan mengeksekusi blueprint pengembangan produk, Berkolaborasi lintas divisi terkait pengembangan produk, Membantu mencapai produk market fit",https://glints.com/id/opportunities/jobs/software-product-manager/01611bb3-9cf5-4d46-a57f-deafa7a2e631?utm_referrer=explore
gl478,Laundry Operator,PT. Jasindo Duta Mandiri (JDM Cleaning Service),Laundry,"Dukuh Pakis, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Wanita max. usia 30 tahun, Bisa cuci setrika & packing pakaian, Pekerja keras, Jujur dan bertanggung jawab, Cekatan, Bisa bekerja sama dengan tim, Memiliki HP Android",https://glints.com/id/opportunities/jobs/laundry-operator/3dd48b40-38c3-4969-b12a-c291e3ae0e13?utm_referrer=explore
gl479,Tutor Calistung,Bimbel Cendekia Ilmu,Tutor,"Pakal, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Tutor, Menyukai anak-anak, CALISTUNG TEACHER",Sarjana (S1),"Pria/Wanita, S1/Sedang menempuh kuliah sesuai bidangnya, Diutamakan berpengalaman mengajar, Mau belajar dan bekerjasama dengan tim, Menyukai anak-anak, Sabar dan telaten",https://glints.com/id/opportunities/jobs/tutor-calistung/e794504d-3f73-4370-9d9a-53ebe3f031f4?utm_referrer=explore
gl480,Laundry Operator,PT. Jasindo Duta Mandiri (JDM Cleaning Service),Laundry,"Dukuh Pakis, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Laundry, Ulet Dan Cekatan, Bertanggung Jawab, Teamwork, Usia Maksimal 30 Tahun, Jujur Dan Pekerja Keras",SMA/SMK,"Wanita max. usia 30 tahun, Bisa cuci setrika & packing pakaian, Pekerja keras, Jujur dan bertanggung jawab, Cekatan, Bisa bekerja sama dengan tim, Memiliki HP Android",https://glints.com/id/opportunities/jobs/laundry-operator/3dd48b40-38c3-4969-b12a-c291e3ae0e13?utm_referrer=explore
gl481,Tutor Calistung,Bimbel Cendekia Ilmu,Tutor,"Pakal, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Tutor, Menyukai anak-anak, CALISTUNG TEACHER",Sarjana (S1),"Pria/Wanita, S1/Sedang menempuh kuliah sesuai bidangnya, Diutamakan berpengalaman mengajar, Mau belajar dan bekerjasama dengan tim, Menyukai anak-anak, Sabar dan telaten",https://glints.com/id/opportunities/jobs/tutor-calistung/e794504d-3f73-4370-9d9a-53ebe3f031f4?utm_referrer=explore
gl482,IT Project Manager Intern (Project Based),Haquhara,Leadership,"Astana Anyar, Bandung, Jawa Barat, Indonesia",Magang,Tidak ditampilkan,"Rp1,5jt-Rp1,9jt",Kurang dari setahun,Tidak ditampilkan,Sarjana (S1),"Build the project team to ensure optimal performance, providing purpose, direction, and motivation, Ensure that all projects are delivered on-track, Developing project scopes and objectives, involving all relevant stakeholders and ensuring technical feasibility, Conduct risk management to mitigate project risks, Create and maintain comprehensive project documentation, Establish and maintain relationships  with all stakeholders",https://glints.com/id/opportunities/jobs/it-project-manager-intern-project-based/e8aa13c8-069f-435f-88d3-a7a090f8e66d?utm_referrer=explore
gl483,Sales Canvasser,VDENMENV TOPTEN INDONESIA,Sales Field Officer,"Kedunghalang, Bogor, Jawa Barat, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Pria/Wanita usia maks. 35 tahun, Pendidikan min. SMA sederajat, Pengalaman sales di bidang handphone & aksesoris handphone minimal 6 bulan, Gaji negotiable, Interview di kantor pusat, untuk yang diluar kota & luar pulau interview online, Terbiasa bekerja lapangan & target",https://glints.com/id/opportunities/jobs/sales-canvasser/ed8b5c36-b055-4ab7-aae1-58d819585d6c?utm_referrer=explore
gl490,Home Cleaning,PT. Jasindo Duta Mandiri (JDM Cleaning Service),Usia Maksimal 35 Tahun,"Dukuh Pakis, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Memiliki SIM C, Bertanggung Jawab, Cleaning Service, Jujur Dan Teliti, Usia Maksimal 35 Tahun",SMA/SMK,"Laki-laki/Wanita, Maks Usia 35 tahun, Terbuka untuk non pengalaman, Jujur, teliti, dan bertanggung jawab, Sudah vaksin booster, Memiliki HP Android, Memiliki kendaraan dan SIM C",https://glints.com/id/opportunities/jobs/home-cleaning/24dddcd1-b3a1-45e2-8ad0-9c851a84c0e8?utm_referrer=explore
gl493,Teacher Assistant Intern (Paid),PT. Koding Next Indonesia,Good Teaching Skill,"Bogor Barat, Bogor, Jawa Barat, Indonesia",Magang,Tidak ditampilkan,"Rp1,5jt-Rp2jt",Kurang dari setahun,Tidak ditampilkan,Sarjana (S1),"Last year student (with no classes to attend) or Fresh Graduate in Education/Math/Physics/Computer Science/Informatics Engineering/IT related field, Fluent in English (speaking, writing, reading, listening), Have experience in teaching especially kids, Up-to-date with technology development, Team player, fast learner, Trustworthy person with good ethical judgment, Readiness to work in Curugmekar, Bogor",https://glints.com/id/opportunities/jobs/teacher-assistant-intern-paid/47ddde6f-9d62-4eee-81fe-dff1ed0cfaec?utm_referrer=explore
gl494,Host Live Streaming,Cabiciks,Host Live Steam,"Gunung Sindur, Bogor, Jawa Barat, Indonesia",Penuh Waktu,Tidak ditampilkan,"Rp1,1jt-Rp1,4jt",Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"PART TIME, Live 4 jam/hari, 6 hari kerja, Dapat mencapai target bulanan, Membantu persiapan dan perencanaan live agar lebih efektif, Membuat laporan ""live performance"", Bersedia bekerja shift malam dan weekend",https://glints.com/id/opportunities/jobs/host-live-streaming/1682f47f-a5b3-4de8-a8c5-cdc8de9f78cb?utm_referrer=explore
gl497,Sales Associate (2 Bulan),PT. Sembilan Ohm Sembilan,Well Groomed,"Karawang Timur, Karawang, Jawa Barat, Indonesia",Kontrak,Tidak ditampilkan,"Rp5,2jt",Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Melissa, Superga, Fred Perry, On Running, Nudie Jeans, 707, Standard Denim Supply, Art & Science, Zaxy, Carhartt, Atmos",https://glints.com/id/opportunities/jobs/sales-associate-2-bulan/7ccf9db1-64bf-4d42-9491-b5693b89378d?utm_referrer=explore
gl500,Social Media Manager,Brilliant Books,Social Media,"Kapanewon Ngemplak, Sleman, DI Yogyakarta, Indonesia",Magang,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Social Media, Social Media Management, Social Media Manager",SMA/SMK,"3 months duration: 8 December 2023 - 8 March 2024, Fee paid internship, WFO based in Yogyakarta",https://glints.com/id/opportunities/jobs/social-media-manager/3c0f5312-8816-410a-9494-3a2f2f715135?utm_referrer=explore
gl501,Graphic Designer,Brilliant Books,Graphic Designer,"Kapanewon Ngemplak, Sleman, DI Yogyakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Graphic Designer, Graphic Design, graphic designer",SMA/SMK,"3 months duration: 8 December 2023 - 8 March 2024, Fee paid internship, WFO based in Yogyakarta",https://glints.com/id/opportunities/jobs/graphic-designer/ba1931cc-b433-4520-8686-519942275dbb?utm_referrer=explore
gl503,Content Creator,Brilliant Books,creative content creator,"Kapanewon Ngemplak, Sleman, DI Yogyakarta, Indonesia",Magang,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"3 months duration: 8 December 2023 - 8 March 2024, Fee paid internship, WFO based in Yogyakarta",https://glints.com/id/opportunities/jobs/content-creator/5be586ff-d251-4541-8902-1cf51cc5a2e5?utm_referrer=explore
gl504,Sales Promotor Zyrex,PT Kami Mitra Indonesia,Sales Marketing,"Mantrijeron, Yogyakarta, DI Yogyakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,"Rp1,4jt-Rp2jt",Kurang dari setahun,"Sales Promotion, Sales, Sales Marketing",SMA/SMK,"Standby di store berdasarkan berdasarkan instruksi user, Melakukan penjualan langsung ke customer di toko sesuai penempatan, Memberikan informasi secara jelas mengenai produk-produk zyrex, Melakukan pencatatatan penjualan setiap hari dan membuat laporan",https://glints.com/id/opportunities/jobs/sales-promotor-zyrex/4db8fc4b-3738-453f-96e6-099c52a2f105?utm_referrer=explore
gl506,Karyawan Jus Bar Panjer,Juice In Malu,Juice Barista,"Denpasar Selatan, Denpasar, Bali, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Wanita usia 18-25 tahun, Bertanggungjawab, Sopan dan Jujur, Mau belajar",https://glints.com/id/opportunities/jobs/karyawan-jus-bar-panjer/4f8acfad-f382-4bd5-80c0-99c7e2ee2489?utm_referrer=explore
gl508,Graphic Design,PT. Medion Farma Jaya,Motion Graphics,"Babakan Ciparay, Bandung, Jawa Barat, Indonesia",Penuh Waktu,Tidak ditampilkan,Rp5jt-Rp7jt,Kurang dari setahun,"Motion Graphics, UI/UX Design, Photo & Video Editing, Graphic Design",Sarjana (S1),"Candidate must possess at least Bachelor's Degree in Visual Communication Design, Have minimum 1 year of relevant working experience, maximum 30 years old, Fresh graduates are welcome to apply, maximum 24 years old, Required Skill(s): multimedia (motion graphic & video), GPA >= 2.75 from educational institution with minimum accreditation ""B"", Willing to be located in Bandung",https://glints.com/id/opportunities/jobs/graphic-design/73605ec2-6751-4fa5-ae9a-8797d2290b39?utm_referrer=explore
gl511,Teknisi Sipil,PT Duta Jaya Agung,Mengerti Bangunan Rumah,Badung,Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Ms Word & Ms Excel, Mengerti Bangunan Rumah, Sarjana Teknik Sipil, Membuat RAB",Sarjana (S1),"S1 Teknik Sipil, Berdomisili di Bali, Usia maksimal 30 tahun, Memahami gambar design untuk kontruksi bangunan, Dapat mengevaluasi dan menghitung RAB, Menguasai Ms. Excel dan Ms. Word, Siap bekerja dengan team, Memiliki kendaraan pribadi",https://glints.com/id/opportunities/jobs/teknisi-sipil/c6be1c93-37b7-4753-bff6-06e8d564e71e?utm_referrer=explore
gl515,Intern - Graphic Designer,Di Studio Post House,Adobe Photoshop,"Pasar Minggu, Jakarta Selatan, DKI Jakarta, Indonesia",Magang,Tidak ditampilkan,"Rp123rb-Rp1,2jt",Kurang dari setahun,Tidak ditampilkan,Diploma (D1 - D4),"Our Services include : Post Production editing for your TVC, Digital Commercials, Social Media COntent, Stillomatic, Movies, and many more., Offline and Online Editing, 3D and Visual Effects, Motion Graphic & 2D Animations",https://glints.com/id/opportunities/jobs/intern-graphic-designer/f4e17996-992c-4ca1-b83c-a1a1024dcda9?utm_referrer=explore
gl518,Humas Creator,SIT Bunayya,Social Media Content Creator,"Pasar Kemis, Tangerang, Banten, Indonesia",Kontrak,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,Sarjana (S1),"Muslimah usia maks. 26 tahun, Memiliki akhlak yang baik, Dapat bekerja full day di kantor, Pekerja keras dan disiplin, Dapat menggunakan aplikasi canva, capcut dan inshot, Dapat mengoprasikan kameral (SLR,DSLR/MIRRORLESS) dengan baik dalam mengambil video maupun foto, Dapat berkomunikasi, berkerjasama dan diberi arahan dengan baik., Dapat bekerja dibawah tekanan dan mau belajar., Sehat jasmani dan rohani (Tidak merokok)",https://glints.com/id/opportunities/jobs/humas-creator/068cc932-f1a8-476c-84a6-f752b0b79baf?utm_referrer=explore
gl519,Guru Kelas,SIT Bunayya,Guru SD,"Pasar Kemis, Tangerang, Banten, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,Sarjana (S1),"Muslim / Muslimah, Berakhlakqul Karimah, Taat beribadah dan mampu membaca Al-Qur'an, Sabar dan cinta kepada anak-anak, Lulusan S1 PGSD/PGMI, Memahami teknologi terkini, mampu mengoprasikan dan menggunakan IT, Mempunyai jiwa loyalitas, tanggung jawab, dan mampu bekerjasama, Memiliki kreativitas dan inovasi, Berpengalaman mengajar SD lebih diutamakan, Sehat jasmani dan rohani (Tidak merokok)",https://glints.com/id/opportunities/jobs/guru-kelas/72adadd7-deab-4c2e-be81-b831928f2cdf?utm_referrer=explore
gl523,Store Manager/Leader Kediri,Shafira Corporation (SHAFCO),Target Oriented,"Kediri Kota, Kediri, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Target Oriented, Shift Rotation, Negotiation Skill, Cekatan",Sarjana (S1),"-Wanita/Pria, pendidikan minimal S1 -Sales Oriented, -Energik, komunikatif, good looking, -Mampu bekerja dengan target, -Memiliki kemampuan kepemimpinan yang baik, -Memiliki kemampuan manajerial yang baik, -Berpengalaman sebagai leader, -Berpengalaman di bidang retail fashion diprioritaskan, -Memiliki pemahaman Digital Sales dan Martketing yang baik (Social Media, Marketplace, dll) di prioritaskan, -Memiliki jaringan networking yang baik",https://glints.com/id/opportunities/jobs/store-manager-leader-kediri/b694e802-6ec4-4c7f-bdf9-a5123bc56c5a?utm_referrer=explore
gl525,IT Support,PT NETTOCYBER INDONESIA (VELO NETWORKS),network troubleshooting,"Kuta, Badung, Bali, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Monitoring all Bali Customer’s in order to make sure the connection is working properly (Shift Working Schedule) to achieve SLA above 99.5%, Serves as first level support in handling Bali’s Customer complaint related to the internet connection/services, Escalates & Informs any internet problem/services to the Second Level/Supervisor when needed, Creates Monthly internet Performance Report for Bali’s Major Customer, Onsite support to Bali Customer when needed (ie: BoD Preparation, hardware/network/services checking on customer premises, network maintenance, new network installation)",https://glints.com/id/opportunities/jobs/it-support/7cd1d928-7c9e-47c8-9c71-ab23e6c25d36?utm_referrer=explore
